drg_comb,drg_text_comb,drg_text_short_comb,mdc,nat_ver
781V,"Doctor visits for respiratory diseases, short therapy","Doctor visits for respiratory diseases, short therapy",4.0,swe
781W,"Team visits/conferences for respiratory diseases, short therapy","Team visits/conferences for respiratory diseases, short therapy",4.0,swe
783V,"Cardioversion, short therapy","Cardioversion, short therapy",5.0,swe
784V,"Closure of other minor blood vessels, short therapy","Closure of other minor blood vessels, short therapy",5.0,swe
785V,"Transesophageal cardiac stimulation, short therapy","Transesophageal cardiac stimulation, short therapy",5.0,swe
786V,"Combined cardiac examination, short therapy","Combined cardiac examination, short therapy",5.0,swe
787V,"Long term blood pressure and ECG monitoring, short therapy","Long term blood pressure and ECG monitoring, short therapy",5.0,swe
789V,"Cardiac ergometry, short therapy","Cardiac ergometry, short therapy",5.0,swe
790V,"Cardiac ultrasonography, short therapy","Cardiac ultrasonography, short therapy",5.0,swe
791V,"Examination of circulatory physiology, short therapy","Examination of circulatory physiology, short therapy",5.0,swe
793V,"Blood vessel biopsy, short therapy","Blood vessel biopsy, short therapy",5.0,swe
794V,"Blood vessel ultrasonography, short therapy","Blood vessel ultrasonography, short therapy",5.0,swe
795T,Doctor letters or telephone contacts for diseaes in the circulatory organs,Doctor letters or telephone contacts for diseaes in the circulatory organs,5.0,swe
795V,"Other doctor visits for diseaes in the circulatory organs, short therapy","Other doctor visits for diseaes in the circulatory organs, short therapy",5.0,swe
795W,"Team visits/conferences for diseaes in the circulatory organs, short therapy","Team visits/conferences for diseaes in the circulatory organs, short therapy",5.0,swe
797V,"Minor intestinal or abdominal intervention, short therapy","Minor intestinal or abdominal intervention, short therapy",99.0,swe
798V,"Gastrointestinal physiologic test, short therapy","Gastrointestinal physiologic test, short therapy",6.0,swe
799V,"Puncture or biopsy of abdominal organ without endoscopy, short therapy","Puncture or biopsy of abdominal organ without endoscopy, short therapy",6.0,swe
799W,"Punction/biopsy of liver/bile ducts/pancreas, short therapy ","Punction/biopsy of liver/bile ducts/pancreas, short therapy ",7.0,swe
801NH,Nor - Poliklinisk behandling av nevrologiske lidelser med infusjon av særskilte legemidler,,1.0,nor
801NJ,Nor - Poliklinisk kontakt med påfyll av baklofen ved ITB-behandling av dystoni og spastisitet,,1.0,nor
801NP,"CNS cathetrisation, short therapy","CNS cathetrisation, short therapy",1.0,ice
801NR,"Anesthesia for pain, short therapy","Anesthesia for pain, short therapy",1.0,ice/nor
801NS,"Diagnostic interventions for CNS problems, short therapy","Diagnostic interventions for CNS problems, short therapy",1.0,ice
801NT,"Adjustment of inoperated infusion device or shunt, short therapy","Adjustment of inoperated infusion device or shunt, short the",1.0,ice/nor
801NU,"Neuropsychological diagnostic interventions, short therapy","Neuropsychological diagnostic interventions, short therapy",1.0,ice/nor
801NV,"Minor neurological diagnostic intervention, short hterapy","Minor neurological diagnostic intervention, short hterapy",1.0,ice
801NW,Treatment wiht botulinus short therapy,Treatment wiht botulinus short therapy,1.0,nor
801O,"Non-extensive procedure of nervous system, short therapy","Non-extensive procedure of nervous system, short therapy",1.0,est/lat/ice/fin
802FP,"Major diagnostic intervention of the eye, short therapy",,2.0,fin
802NP,"Major diagnostic intervention of the eye, short therapy","Major diagnostic intervention of the eye, short therapy",2.0,ice/nor
802NR,"Biopsy or other minor diagnostic procedure for eye problem, short therapy","Biopsy or other minor diagnostic procedure for eye problem,",2.0,ice
802NS,"Minor outpatient eye therapeutic intervention, short therapy","Minor outpatient eye therapeutic intervention, short therapy",2.0,ice
802NT,"Medication to eye, short therapy","Medication to eye, short therapy",2.0,ice
802NU,Nor - Poliklinisk behandling av AMD og makulaødem med lokal medikamentinjeksjon eller fotodynamisk metode,,2.0,nor
802O,"Non-extensive procedure of eye, short therapy","Non-extensive procedure of eye, short therapy",2.0,est/lat/ice/fin
802V,"Gastrointestinal tube or catheter interventions, short therapy ","Gastrointestinal tube or catheter interventions, short therapy ",6.0,swe
803N,Nor - Annen poliklinisk utredning og behandling av ØNH-tilstander med spesifiserte tiltak,,3.0,nor
803NP,"Major outpatient procedures for ENM problems, short therapy","Major outpatient procedures for ENM problems, short therapy",3.0,ice
803NR,"Diagnostic intervention for sleep apnoe, short therapy","Diagnostic intervention for sleep apnoe, short therapy",3.0,ice/nor
803NS,"ENM biopsy, short therapy","ENM biopsy, short therapy",3.0,ice
803NT,"Other ENM interventions, short therapy","Other ENM interventions, short therapy",3.0,ice/nor
803NU,"Hearing improving interventions, short therapy","Hearing improving interventions, short therapy",3.0,ice/nor
803NV,"Other medical contact for gastrointesteinal problem, short therapy","Other medical contact for gastrointesteinal problem, sh ther",6.0,ice
803NW,"Medical contact with team of care providers for gastrointesteinal problem, short therapy","Medical contact with team of care providers g-i, sh th",6.0,ice
803NY,"Local diagnostic procedures for ENM problems, short therapy","Local diagnostic procedures for ENM problems, short therapy",6.0,ice
803O,"Non-extensive procedure of ear, nose, mouth and throat, short therapy","Non-extensive procedure of ear, nose, mouth and throat, shor",3.0,est/lat/ice/fin
803P,"Other doctor visits for digestive system diseases, w CC","Other doctor visits for digestive system diseases, w CC",3.0,swe
803Q,"Other doctor visits for digestive system diseases, w/o CC","Other doctor visits for digestive system diseases, w/o CC",6.0,swe
803T,Doctor letters or telephone contacts for gastrointestinal diseases,Doctor letters or telephone contacts for gastrointestinal diseases,6.0,swe
803W,Team visits/conferences for gastrointestinal  diseases,Team visits/conferences for gastrointestinal  diseases,6.0,swe
804NP,"Intrathoracal local intervetion, short therapy","Intrathoracal local intervetion, short therapy",4.0,ice/nor
804NR,"Respiratory function measurement, short therapy","Respiratory function measurement, short therapy",4.0,ice/nor
804O,"Non-extensive procedure of respiratory system, short therapy","Non-extensive procedure of respiratory system, short therapy",4.0,est/lat/ice/fin
805NP,"Cardioversion, short therapy","Cardioversion, short therapy",5.0,ice/nor/est/fin/lat
805NR,"Peripheral circulation diagnostic test, short therapy","Peripheral circulation diagnostic test, short therapy",5.0,ice
805NS,"Physiological cardiac diagnostic test, short therapy","Physiological cardiac diagnostic test, short therapy",5.0,ice
805NT,"Oedema therapy, short therapy","Oedema therapy, short therapy",5.0,ice
805O,"Non-extensive procedure of circulatory system, short therapy","Non-extensive procedure of circulatory system, short therapy",5.0,est/lat/ice/fin
805T,Doctor letters or telephone contacts for heptobiliary and pancreatic diseases,Doctor letters or telephone contacts for heptobiliary and pancreatic diseases,7.0,swe
805V,"Other doctor visits for hepatobiliary and pancreatic diseases, short therapy","Other doctor visits for hepatobiliary and pancreatic diseases, short therapy",7.0,swe
805W,"Team visits/conferences for heptobiliary and pancreatic diseases, short therapy","Team visits/conferences for heptobiliary and pancreatic diseases, short therapy",7.0,swe
806NH,Nor - Poliklinisk behandling av mage-tarmlidelser med infusjon av særskilte legemidler,,6.0,nor
806NP,"Minor abdominal procedure in gastroenterology, short therapy","Minor abdominal procedure in gastroenterology, short therapy",6.0,ice/nor
806NR,Gastrointestinal physiological tests,Gastrointestinal physiological tests,6.0,ice/nor
806NS,"Gastrointestinal minor invasive biopsy, short therapy","Gastrointestinal minor invasive biopsy, short therapy",6.0,ice
806O,"Non-extensive procedure of gastrointestinal system and abdomen, short therapy",Non-extensive procedure of gastrointestinal system and abdom,6.0,est/lat/ice/fin
807NP,"Gastrointestinal biopsy for hepatobiliary problem, short therapy","Gastrointestinal biopsy for hepatobiliary problem, short the",7.0,ice/nor
807O,"Non-extensive procedure of liver, biliary system or pancreas, short therapy","Non-extensive procedure of liver, biliary system or pancreas",7.0,est/lat/ice/fin
807V,"Closed intervention on joint or reposition of fracture, short therapy","Closed intervention on joint or reposition of fracture, short therapy",8.0,swe
808NH,Nor - Polikl behandling av revmatologiske lidelser med infusjon av særskilte legemidler,,8.0,nor
808NI,Nor - Ikke-kirurgisk behandling av Dupuytrens kontraktur,,8.0,nor
808NP,"Implantation of sceletal marker, short therapy","Implantation of sceletal marker, short therapy",8.0,ice
808NR,"Intra-articular medication, short therapy","Intra-articular medication, short therapy",8.0,ice
808NS,"Application of prefabricated orthosis, short therapy","Application of prefabricated orthosis, short therapy",8.0,ice
808NT,"Simple incisons and foreign body removals in orthopedics, short therapy","Simple incisons and foreign body removals in orthopedics, sh",8.0,ice
808NU,"Muscle and sceletal biopsies, short therapy","Muscle and sceletal biopsies, short therapy",8.0,ice/nor
808NV,"Puncture of joint, short therapy","Puncture of joint, short threapy",8.0,ice
808NW,"Closed joint or fracture reduction or joint mobilisation, short therapy","Closed joint or fracture reduction or joint mobilisation, sh",8.0,ice/nor
808NY,"Othopaedic bandage, short therapy","Othopaedic bandage, short therapy",8.0,ice/nor
808NZ,"Othopaedic prosthesis testing and check-up, short threapy","Othopaedic prosthesis testing and check-up, short threapy",8.0,ice
808O,"Non-extensive procedure of musculosceletal system & connective tissue, short therapy",Non-extensive procedure of musculosceletal system & connecti,8.0,est/lat/ice/fin/nor
809NH,Nor - Poliklinisk behandling av hudlidelser med infusjon av særskilte legemidler,,9.0,nor
809NJ,Excision or destruction of skin lesion,Excision or destruction of skin lesion,9.0,nor
809NP,"Photodynamic procedure, short therapy","Photodynamic procedure, short therapy",9.0,ice/nor
809NR,"Other procedure with application of light, short therapy","Other procedure with application of light, short therapy",9.0,ice/nor
809NS,"Major wound treatment, short therapy","Major wound treatment, short therapy",9.0,ice/nor
809NT,"Minor skin procedure, short therapy","Minor skin procedure, short therapy",9.0,ice/nor
809O,"Non-extensive procedure of skin or subcutaneous tissue, short therapy","Non-extensive procedure of skin or subcutaneous tissue, shor",9.0,est/lat/ice/fin
809V,"Puncture of deep joint or rinsing of joint, short therapy","Puncture of deep joint or rinsing of joint, short therapy",8.0,swe
810NP,"Liposuction, short therapy","Liposuction, short therapy",10.0,ice
810NR,"Hormone profile registration, short therapy","Hormone profile registration, short therapy",10.0,ice/nor
810NS,"Puncture of endocrine organ, short threrapy","Puncture of endocrine organ, short threrapy",10.0,ice
810O,"Non-extensive procedures of endocrine, nutritional & metabolic disorders, short therapy","Non-extensive procedures of endocrine, nutritional & metabol",10.0,est/lat/ice/fin
810V,"Musculoskeletal puncture for biopsy, short therapy                              ","Musculoskeletal puncture for biopsy, short therapy                              ",8.0,swe
811NP,"Puncture of kidney or retroperitoneum, short therapy","Puncture of kidney or retroperitoneum, short therapy",11.0,ice/nor
811NR,"Urological fysiological examination, short therapy","Urological fysiological examination, short therapy",11.0,ice/nor
811NS,"Minor lower urinary tract procedures, short therapy","Minor lower urinary tract procedures, short therapy",11.0,ice/nor
811O,"Non-extensive procedure of urinary tract, short therapy","Non-extensive procedure of urinary tract, short therapy",11.0,est/lat/ice/fin
811V,"Minor incision of musculoskeletal soft tissue, short therapy","Minor incision of musculoskeletal soft tissue, short therapy",8.0,swe
812NP,"Minor lower urinary tract procedure, short therapy","Minor lower urinary tract procedure, short therapy",12.0,ice/nor
812O,"Non-extensive procedure of male reproductive system, short therapy","Non-extensive procedure of male reproductive system, short t",12.0,est/lat/ice/fin
812V,"Intra articular medication, short therapy","Intra articular medication, short therapy",8.0,swe
813NR,"Minor reproductive medicine outpatient procedure, short therapy","Minor reproductive medicine outpatient procedure, short ther",13.0,ice/nor
813NS,"Gynegologic biopsy, short therapy","Gynegologic biopsy, short therapy",13.0,ice/nor
813NT,"Other minor gynecologic outpatient procedure, short therapy","Other minor gynecologic outpatient procedure, short therapy",13.0,ice/nor
813O,"Non-extensive procedure of female reproductive system, short therapy","Non-extensive procedure of female reproductive system, short",13.0,est/lat/ice/fin
813V,"Orthopedic bandage of extremity, short therapy","Orthopedic bandage of extremity, short therapy",8.0,swe
814NR,"Other delivery related procedure, short therapy","Other delivery related procedure, short therapy",14.0,ice/nor
814NS,Induced abortion,Induced abortion,14.0,fin/nor
814O,"Non-extensive obstetric procedures, short therapy","Non-extensive obstetric procedures, short therapy",14.0,est/lat/ice/fin
