drg_nat,drg_text_nat,drg_text_short_nat,drg_comb,drg_text_comb,drg_text_short_comb,mdc,country
501O,"Rekonstruksjon av bryst, dagkirurgisk behandling","Reconstruction of breast, short therapy",501O,"Reconstruction of breast, short therapy","Reconstruction of breast, short therapy",30,nor
502,Mastektomi og annen rekonstruksjon av brys,Mastektomi og annen rekonstruksjon av brys,502X,Mastectomy and other reconstruction of breast,Mastectomy and other reconstruction of breast,30,nor
505,Større eller komplisert rekonstruksjon av bryst,Større eller komplisert rekonstruksjon av bryst,505,Complicated reconstruction of breast with or without mastectomy,Complicated reconstruction of breast with or without mastectomy,30,nor
506,Annen rekonstruksjon av bryst,Annen rekonstruksjon av bryst,506,Other reconstruction of breast,Other reconstruction of breast,30,nor
509,Andre operasjoner på bryst,Other procedure for breast problem,509X,Other procedures for mammary gland diseases,Other procedures for mammary gland diseases,30,nor
509O,"Andre operasjoner på bryst, dagkirurgisk behandling","Andre operasjoner på bryst, dagkirurgisk behandling",509O,"Other procedure for mammary gland diseases, short therapy","Other procedure for mammary gland diseases, short therapy",30,nor
50N,Kirurgisk fjerning av ørespyttkjertelen (glandula parotis),Parotidectomy,050N,Parotidectomy,Parotidectomy,3,nor
51N,"Kirurgisk inngrep på spyttkjertel, bortsett fra fjerning av ørespyttkjertelen","Kirurgisk inngrep på spyttkjertel, bortsett fra fjerning av",051N,Salivary gland procedures except parotidectomy,Salivary gland procedures except parotidectomy,3,nor
51O,"Op på spyttkjertler ekskl fjerning av spyttkjertler, dagkirurgisk behandling","Salivary gland procedures, short the",051O,"Salivary gland procedures except paroditectomy, short therapy","Salivary gland procedures except paroditectomy, short therap",3,nor
52,Operasjoner for leppe- og ganespalte,Cleft lip &palate repair,052X,Cleft lip & palate repair,Cleft lip & palate repair,3,nor
520,Obstruktivt søvnapnesyndrom (OSAS),Obstruktivt søvnapnesyndrom (OSAS),520X,Obstructive sleep apnoe syndrom,Obstructive sleep apnoe syndrom,3,nor
521,Operativ korreksjon av obstruktivt søvnapnesyndrom (OSAS),Operativ korreksjon av obstruktivt søvnapnesyndrom (OSAS),521X,Simple correction of obstructive apnoea,Simple correction of obstructive apnoea,3,nor
521O,"Operativ korreksjon av obstruktivt søvnapnesyndrom (OSAS), dagkirurgisk behandling","Operativ korreksjon av obstruktivt søvnapnesyndrom (OSAS), d",521O,Simple correction of obstructive apnoea,Simple correction of obstructive apnoea,3,nor
530,Større plastikkirurgi etter stort vekt tap (inkl. post bariatrisk kirugi),Større plastikkirurgi etter stort vekt tap (inkl. post bariatrisk kirugi),530NX,Major plastic surgery after excessive weight loss (incl post bariatric surgery),Major plastic surgery after excessive weight loss (incl post,9,nor
530O,"Plastikkirurgi etter stort vekt tap (inkl.postbariatrisk kirurgi), dagkirurgi","Plastikkirurgi etter stort vekt tap (inkl.postbariatrisk kirurgi), dagkirurgi",530O,"Plastic surgery after excessive weight loss (incl post bariatric surgery), day surgery",Plastic surgery after excessive weight loss (incl post baria,9,nor
531,Annen plastikkirurgi etter stort vekt tap (inkl.postbariatrisk kirurgi),Annen plastikkirurgi etter stort vekt tap (inkl.postbariatrisk kirurgi),531NX,Other plastic surgery after excessive weight loss (incl post bariatric surgery),Other plastic surgery after excessive weight loss (incl post,9,nor
53A,Operasjoner på bihuler,Sinus procedures,053A,Sinus procedures,Sinus procedures,3,nor
53B,"Operasjoner på temporalben, masteoideus og indre øre","Mastoid, temporal bone and inner ear proc",053B,"Mastoid, temporal bone and inner ear procedures","Mastoid, temporal bone and inner ear procedures",3,nor
54O,"Operasjoner på bihuler, dagkirurgisk behandling","Sinus procedures, short therapy",054O,"Sinus procedure, short therapy","Sinus procedure, short therapy",3,nor
54P,"Operasjoner på temporalben, masteoideus og indre øre, dagkirurgisk behandling","Mastoid temporal bone and inner ear procedures, short therap",054P,"Mastoid, temporal bone and inner ear procedures, short therapy","Mastoid, temporal bone and inner ear procedures, short thera",3,nor
55,Diverse operasjoner på øre/nese/hals,"Miscellaneous ear, nose , mouth & throat",055X,"Miscellaneous ear, nose , mouth & throat procedures","Miscellaneous ear, nose , mouth & throat procedures",3,nor
55O,"Diverse større op på øre/nese/hals, dagkirurgisk behandling","Diverse større op på øre/nese/hals, dagkirurgisk behandling",055O,"Miscellaneous major ear, nose , mouth & throat procedures, short therapy","Miscellaneous major ear, nose , mouth & throat procedures, s",3,nor
55P,"Andre mindre op på øre/nese/hals, dagkirurgisk behandling","Other minor ear, nose , mouth & throat procedures, short the",055P,"Other minor ear, nose , mouth & throat procedures, short therapy","Other minor ear, nose , mouth & throat procedures, short the",3,nor
56,Plastiske operasjoner på nesen,Rhinoplasty,056X,Rhinoplasty,Rhinoplasty,3,nor
56O,"Plastiske operasjoner på nesen, dagkirurgisk behandling","Plastiske operasjoner på nesen, dagkirurgisk behandling",056O,"Rhinoplasty, short therapy","Rhinoplasty, short therapy",3,nor
570,Innsetting eller bytte av nevrologisk stimuleringsutstyr,Central nervous stimulation including vagal stimulation,570X,Insertion or replacement of nervous system central stimulation device,Insertion or replacement of nervous system central stimulation device,1,nor
570O,"Innsetting eller bytte av nevrologisk stimuleringsutstyr, dagkirurgisk behandling","Central nervous stimulation including vagal stimulation, sho",570O,"Insertion or replacement of nervous system central stimulation device, short therapy","Insertion or replacement of nervous system central stimulation device, short therapy",1,nor
59N,Operasjoner på tonsiller eller adenoid vev >17 år,"Tonsillectomy &/or adenoidectomy only, ag",059N,Operasjoner på tonsiller eller adenoid vev >17 år,,3,nor
5O,"Operasjoner på ekstrakranielle kar, dagkirurgisk behandling","Operasjoner på ekstrakranielle kar, dagkirurgisk behandling",005O,"Extracranial vascular procedures, short therapy","Extracranial vascular procedures, short therapy",1,nor
6,Operasjoner ved karpaltunnelsyndrom,Operasjoner ved karpaltunnelsyndrom,006X,Carpal tunnel release,Carpal tunnel release,1,nor
60N,Operasjoner på tonsiller eller adenoid vev 0-17 år,Tonsillektomi og/eller adenoidektomi,060N,Tonsilectomy &/or adenoidectomy,Tonsilectomy &/or adenoidectomy,3,nor
60O,"Operasjoner på tonsiller og/eller adenoid vev, dagkirurgisk behandling","Operasjoner på tonsiller og/eller adenoid vev, dagkirurgisk",060O,"Operations on tonsils or adenoids, short therapy","Operations on tonsils or adenoids, short therapy",3,nor
63,"Operasjoner på øre, nese, hals ITAD","Other major ear, nose, mouth & throat o.",063X,"Other major ear, nose, mouth & throat OR procedures","Other major ear, nose, mouth & throat OR procedures",3,nor
63O,"Operasjoner på øre, nese, hals ITAD, dagkirurgisk behandling","Operasjoner på øre, nese, hals ITAD, dagkirurgisk behandling",063O,"Other major ear, nose, mouth & throat OR procedures, short therapy","Other major ear, nose, mouth & throat OR procedures, short therapy",3,nor
64,"Ondartede sykdommer i øre, nese, hals","Ear, nose, mouth & throat malignancy",064X,"Ear, nose, mouth & throat malignancy","Ear, nose, mouth & throat malignancy",3,nor
65,Svimmelhet,Dysequilibrium,065X,Dysequilibrium,Dysequilibrium,3,nor
66,Neseblødning,Epistaxis,066X,Epistaxis,Epistaxis,3,nor
67,Epiglottitt,Epiglottitis,067X,Epiglottitis,Epiglottitis,3,nor
68,Otitis media & øvre luftveisinfeksjon >17 år m/bk,"Otitis media & uri, age > 17 w cc",068X,"Otitis media & uri, age > 17 w cc","Otitis media & uri, age > 17 w cc",3,nor
69,Otitis media & øvre luftveisinfeksjon >17 år u/bk,"Otitis media & uri, age > 17 w/o cc",069X,"Otitis media & uri, age > 17 w/o cc","Otitis media & uri, age > 17 w/o cc",3,nor
6O,"Operasjoner ved karpaltunnelsyndrom, dagkirurgisk behandling","Operasjoner ved karpaltunnelsyndrom, dagkirurgisk behandling",006O,"Carpal tunnel release, short therapy","Carpal tunnel release, short therapy",1,nor
7,"Perifere, hjerne- & andre nerveop m/bk",Periph & cranial nerve & other nerv sys p,007X,"Peripheral & cranial nerve & other nervous system procedures,  w CC","Peripheral & cranial nerve & other nervous system procedures,  w CC",1,nor
701O,Poliklinisk endoskopi av øvre luftveier,"Endoscopy of upper respiratory tract, short therapy",701O,"Endoscopy of upper respiratory tract, short therapy","Endoscopy of upper respiratory tract, short therapy",3,nor
702O,Endoskopi av nedre luftveier,Endoskopi av nedre luftveier,702O,"Endoscopy of lower respiratory tract, short therapy","Endoscopy of lower respiratory tract, short therapy",4,nor
703O,Endoskopisk innlegging av stent eller ablasjonsbehandling i magetarmkanalen,Endoskopisk innlegging av stent eller ablasjonsbehandling i magetarmkanalen,703O,"Endoscopic insertion of stent to gastrointestinal tract, short therapy","Endoscopic insertion of stent to gastrointestinal tract, short therapy",6,nor
704O,Terapeutisk enteroskopi,Terapeutisk enteroskopi,704O,"Therapeutic enteroscopy, short therapy","Therapeutic enteroscopy, short therapy",6,nor
706O,Terapeutisk endoskopi av øvre magetarmkanal,Terapeutisk endoskopi av øvre magetarmkanal,706O,"Therapeutic endoscopy of upper gastrointestinal tract, short therapy","Therapeutic endoscopy of upper gastrointestinal tract, short",6,nor
707O,Terapeutisk rektoskopi,"Other therapeutic rectoscopy, short therapy",707O,"Therapeutic rectoscopy, short therapy","Therapeutic rectoscopy, short therapy",6,nor
707P,Poliklinisk behandling av hemoroider,"Sclerotherapy/ligature of haemorrhoids, short therapy",707P,"Sclerotherapy/ligature of haemorrhoids, short therapy","Sclerotherapy/ligature of haemorrhoids, short therapy",6,nor
709O,Enteroskopi,Enteroskopi,709O,"Enteroscopy, short therapy","Enteroscopy, short therapy",6,nor
70A,Otitis media & øvre luftveisinfeksjon 0-17 år m/bk,"Otitis media & uri, age 0-17, w cc",070A,"Otitis media & uri, age 0-17, w cc","Otitis media & uri, age 0-17, w cc",3,nor
70B,Otitis media & øvre luftveisinfeksjon 0-17 år u/bk,"Otitis media & uri, age 0-17, w/o cc",070B,"Otitis media & uri, age 0-17, w/o cc","Otitis media & uri, age 0-17, w/o cc",3,nor
71,Laryngotrakeitt,Laryngotracheitis,071X,Viral croup and laryngotracheitis,Viral croup and laryngotracheitis,3,nor
710O,Koloskopi,Koloskopi,710O,"Colonoscopy, short therapy","Colonoscopy, short therapy",6,nor
711O,Poliklinisk endoskopi av øvre magetarmkanal,"Endoscopy of upper gastroinstestinal tract, short therapy",711O,"Endoscopy of upper gastrointestinal tract, short therapy","Endoscopy of upper gastrointestinal tract, short therapy",6,nor
712O,Poliklinisk sigmoidoskopi,"Rectosigmoideoscopy, short therapy",712O,"Rectosigmoideoscopy, short therapy","Rectosigmoideoscopy, short therapy",6,nor
713O,Innlegging av stent i gallegang ved ERCP,Innlegging av stent i gallegang ved ERCP,713O,"Endoscopic insertion of stent to biliary tract, short therapy","Endoscopic insertion of stent to biliary tract, short therap",7,nor
714O,Terapeutisk endoskopi av gallegang,"Therapeutic endoscopy of biliary tract, short therapy",714O,"Therapeutic endoscopy of biliary tract, short therapy","Therapeutic endoscopy of biliary tract, short therapy",7,nor
715O,Endoskopi av gallegang,Endoskopi av gallegang,715O,"Endoscopy of biliary tract, short therapy","Endoscopy of biliary tract, short therapy",7,nor
716O,Terapeutisk endoskopi av urinveiene,Terapeutisk endoskopi av urinveiene,716O,"Therapeutic endoscopy of urinary tract, short therapy","Therapeutic endoscopy of urinary tract, short therapy",11,nor
717O,Endoskopi av øvre urinveier,Endoskopi av øvre urinveier,717O,"Endoscopy of upper urinary tract, short therapy","Endoscopy of upper urinary tract, short therapy",11,nor
718O,Endoskopi av nedre urinveier,Endoskopi av nedre urinveier,718O,"Endoscopy of lower urinary tract, short therapy","Endoscopy of lower urinary tract, short therapy",11,nor
719O,Hysteroskopi og salpingoskopi,Hysteroskopi og salpingoskopi,719O,"Endoscopy of female genital tract, short therapy","Endoscopy of female genital tract, short therapy",13,nor
72,Neseskade & medfødt nesedeformitet,Nasal trauma & deformity,072X,Nasal trauma & deformity,Nasal trauma & deformity,3,nor
720O,Kombinert gastrointestinal endoskopi,Kombinert gastrointestinal endoskopi,720O,"Combined gastrointestinal endoscopy, short therapy","Combined gastrointestinal endoscopy, short therapy",6,nor
73,"Sykdommer i øre, nese, hals ITAD >17 år","Other ear, nose, mouth & throat diagnoses",073X,"Other ear, nose, mouth & throat diagnoses age > 17","Other ear, nose, mouth & throat diagnoses age > 17",3,nor
74,"Sykdommer i øre, nese, hals ITAD 0-17 år","Other ear, nose, mouth & throat diagnoses",074X,"Other ear, nose, mouth & throat diagnoses, age 0-17","Other ear, nose, mouth & throat diagnoses, age 0-17",3,nor
75,"Større thoraxop, visse op på perikard/trachea/diafragma m.m.","Større thoraxop, visse op på perikard/trachea/diafragma m.m.",075X,Major chest procedures,Major chest procedures,4,nor
75O,"Større thoraxoperasjoner, dagkirurgisk behandling","Større thoraxoperasjoner, dagkirurgisk behandling",075O,"Major thorax procedures, short therapy","Major thorax procedures, short therapy",4,nor
76,Op på åndedrettssystemet ITAD m/bk,Other resp system o. r. procedures w cc,076X,Other resp system o. r. procedures w cc,Other resp system o. r. procedures w cc,4,nor
77,Op på åndedrettssystemet ITAD u/bk,Other resp system o. r. procedures w/o cc,077X,"Other respiratory system OR procedures, w/o CC","Other respiratory system OR procedures, w/o CC",4,nor
77O,"Op på åndedrettssystemet ITAD, dagkirurgisk behandling","Op på åndedrettssystemet ITAD, dagkirurgisk behandling",077O,"Other respiratory system OR procedures, short therapy","Other respiratory system OR procedures, short therapy",4,nor
78,"Lungeemboli, luftemboli og fettembolisyndrom",Pulmonary embolism,078X,Pulmonary embolism,Pulmonary embolism,4,nor
79,Infeksjoner & inflammasjoner i åndedr.syst >17år m/bk,"Respiratory infections & inflammations, a",079X,"Respiratory infections & inflammations, age > 17 w cc","Respiratory infections & inflammations, age > 17 w cc",4,nor
8,"Perifere, hjerne- & andre nerveop u/bk",Periph & cranial nerve & other nerv sys p,008X,"Peripheral & cranial nerve & other nervous system procedures, w/o CC","Peripheral & cranial nerve & other nervous system procedures, w/o CC",1,nor
80,Infeksjoner & inflammasjoner i åndedr.syst >17 år u/bk,"Respiratory infections & inflammations, a",080X,"Respiratory infections & inflammations, age > 17 w/o cc","Respiratory infections & inflammations, age > 17 w/o cc",4,nor
