code_plus,text_plus,nat_ver
NCSE42,Plastic repair of ligament of elbow joint not using prosthetic material\ open,est/swe/lat/ice/den/fin/nor
NCSE49,Plastic repair of ligament of elbow joint not using prosthetic material\ unspecified,
NCSE51,Plastic repair of ligament of elbow joint using prosthetic material\ arthroscopic,swe/ice/den
NCSE52,Plastic repair of ligament of elbow joint using prosthetic material\ open,est/swe/lat/ice/den/fin/nor
NCSE91,Other operation on capsule or ligament of elbow joint\ arthroscopic,swe/ice
NCSE92,Other operation on capsule or ligament of elbow joint\ open,est/swe/lat/ice
NCSF01,Total synovectomy of elbow joint\ arthroscopic,est/swe/lat/ice/den/nor
NCSF02,Total synovectomy of elbow joint\ open,est/swe/lat/ice/den/fin/nor
NCSF09,Total synovectomy of elbow joint\ unspecified,est/ice
NCSF11,Partial synovectomy of elbow joint\ arthroscopic,est/swe/lat/ice/den/fin/nor
NCSF12,Partial synovectomy of elbow joint\ open,est/swe/lat/ice/den/nor
NCSF19,Partial synovectomy of elbow joint\ unspecified,est/ice
NCSF20,Operation for osteochondritis of elbow joint\ open,ice/fin
NCSF21,Fixation of fragment of surface of elbow joint\ arthroscopic,est/swe/lat/ice/den/fin/nor
NCSF22,Fixation of fragment of surface of elbow joint\ open,est/swe/lat/ice/den/fin/nor
NCSF23,Fixation of fragment of surface of elbow joint\ percutaneous,swe
NCSF29,Fixation of fragment of surface of elbow joint\ unspecified,est/ice
NCSF31,Partial excision of cartilage of elbow joint\ arthroscopic,est/swe/lat/ice/den/nor
NCSF32,Partial excision of cartilage of elbow joint\ open,est/swe/lat/ice/den/nor
NCSF39,Partial excision of cartilage of elbow joint\ unspecified,est/ice
NCSF91,Other operation on synovia or surface of elbow joint\ arthroscopic,est/swe/lat/ice/den/nor
NCSF92,Other operation on synovia or surface of elbow joint\ open,est/swe/lat/ice/den/fin/nor
NCSF99,Other operation on synovia or surface of elbow joint\ unspecified,est/ice
NCSG09,Excision arthroplasty of elbow joint,est/swe/lat/ice/den/fin/nor
NCSG19,Interposition arthroplasty of elbow joint,est/swe/lat/ice/den/nor
NCSG29,Other arthroplasty of elbow joint without prosthetic replacement,est/swe/lat/ice/den/nor
NCSG39,Fusion of elbow joint without fixation,est/swe/lat/ice/den/nor
NCSG49,Fusion of elbow joint with internal fixation,est/swe/lat/ice/den/fin/nor
NCSG59,Fusion of elbow joint with external fixation,est/swe/lat/ice/den/fin/nor
NCSG99,"Other excision, reconstruction or fusion of elbow joint",est/swe/lat/ice/den/nor
NCSH00,Reduction of dislocation of elbow joint\ closed,est/swe/lat/ice/den/fin/nor
NCSH01,Reduction of dislocation of elbow joint\ arthroscopic,est/swe/lat/ice/den
NCSH02,Reduction of dislocation of elbow joint\ open,est/swe/lat/ice/den/fin/nor
NCSH20,Reduction of dislocation of prosthesis of elbow joint\ closed,est/swe/lat/ice/den/fin/nor
NCSH21,Reduction of dislocation of prosthesis of elbow joint\ arthroscopic,est/swe/lat/ice/den
NCSH22,Reduction of dislocation of prosthesis of elbow joint\ open,est/swe/lat/ice/den/fin/nor
NCSH30,Freeing of adhesions of elbow joint\ closed,est/swe/lat/ice/den
NCSH31,Freeing of adhesions of elbow joint\ arthroscopic,est/swe/lat/ice/den/nor
NCSH32,Freeing of adhesions of elbow joint\ open,est/swe/lat/ice/den/nor
NCSH39,Freeing of adhesions of elbow joint\ unspecified,est/ice
NCSH40,Removal of foreign or loose body from elbow joint\ closed,est/swe/lat/ice
NCSH41,Removal of foreign or loose body from elbow joint\ arthroscopic,est/swe/lat/ice/den/nor
NCSH42,Removal of foreign or loose body from elbow joint\ open,est/swe/lat/ice/den/nor
NCSH49,Removal of foreign or loose body from elbow joint\ unspecified,est/ice
NCSH51,Excision of intraarticular exostosis or osteophyte of elbow joint\ arthroscopic,est/swe/lat/ice/den/nor
NCSH52,Excision of intraarticular exostosis or osteophyte of elbow joint\ open,est/swe/lat/ice/den/nor
NCSH59,Excision of intraarticular exostosis or osteophyte of elbow joint\ unspecified,est/ice
NCSH71,Operation for habitual dislocation of elbow joint\ arthroscopic,est/swe/lat/ice/den
NCSH72,Operation for habitual dislocation of elbow joint\ open,est/swe/lat/ice/den/nor
NCSH79,Operation for habitual dislocation of elbow joint\ unspecified,est/ice
NCSH90,Other operation on elbow joint\ closed,est/swe/lat/ice/den/nor
NCSH91,Other operation on elbow joint\ arthroscopic,est/swe/lat/ice/den/fin/nor
NCSH92,Other operation on elbow joint\ open,est/swe/lat/ice/den/nor
NCSH99,Other operation on elbow joint\ unspecified,est/ice/fin
NCSJ00,Closed reduction of fracture of elbow or forearm\ proximal ulna,est/lat/ice/den/nor
NCSJ01,Closed reduction of fracture of elbow or forearm\ body of ulna,est/lat/ice/den/nor
NCSJ02,Closed reduction of fracture of elbow or forearm\ distal ulna,est/lat/ice/den/nor
NCSJ03,Closed reduction of fracture of elbow or forearm\ proximal radius,est/lat/ice/den/nor
NCSJ04,Closed reduction of fracture of elbow or forearm\ body of radius,est/lat/ice/den/nor
NCSJ05,Closed reduction of fracture of elbow or forearm\ distal radius,est/lat/ice/den/fin/nor
NCSJ06,Closed reduction of fracture of elbow or forearm\ body of ulna and radius,est/lat/ice/den/nor
NCSJ07,Closed reduction of fracture of elbow or forearm\ distal radius and ulna,est/lat/ice/den/nor
NCSJ08,Closed reduction of fracture of elbow or forearm\ other location,est/swe/lat/ice/den/fin/nor
NCSJ10,Open reduction of fracture of elbow or forearm\ proximal ulna,est/lat/ice/den/nor
NCSJ11,Open reduction of fracture of elbow or forearm\ body of ulna,est/lat/ice/den/nor
NCSJ12,Open reduction of fracture of elbow or forearm\ distal ulna,est/lat/ice/den/nor
NCSJ13,Open reduction of fracture of elbow or forearm\ proximal radius,est/lat/ice/den/nor
NCSJ14,Open reduction of fracture of elbow or forearm\ body of radius,est/lat/ice/den/nor
NCSJ15,Open reduction of fracture of elbow or forearm\ distal radius,est/lat/ice/den/nor
NCSJ16,Open reduction of fracture of elbow or forearm\ body of ulna and radius,est/lat/ice/den/nor
NCSJ17,Open reduction of fracture of elbow or forearm\ distal radius and ulna,est/lat/ice/den/nor
NCSJ18,Open reduction of fracture of elbow or forearm\ other location,est/swe/lat/ice/den/nor
NCSJ20,External fixation of fracture of elbow or forearm\ proximal ulna,est/lat/ice/den/nor
NCSJ21,External fixation of fracture of elbow or forearm\ body of ulna,est/lat/ice/den/nor
NCSJ22,External fixation of fracture of elbow or forearm\ distal ulna,est/lat/ice/den/nor
NCSJ23,External fixation of fracture of elbow or forearm\ proximal radius,est/lat/ice/den/nor
NCSJ24,External fixation of fracture of elbow or forearm\ body of radius,est/lat/ice/den/nor
NCSJ25,External fixation of fracture of elbow or forearm\ distal radius,est/lat/ice/den/nor
NCSJ26,External fixation of fracture of elbow or forearm\ body of ulna and radius,est/lat/ice/den/nor
NCSJ27,External fixation of fracture of elbow or forearm\ distal radius and ulna,est/lat/ice/den/nor
NCSJ28,External fixation of fracture of elbow or forearm\ other location,est/swe/lat/ice/den/fin/nor
NCSJ30,Internal fixation of fracture of elbow or forearm using bioimplant\ proximal ulna,est/lat/ice/den/nor
NCSJ31,Internal fixation of fracture of elbow or forearm using bioimplant\ body of ulna,est/lat/ice/den/nor
NCSJ32,Internal fixation of fracture of elbow or forearm using bioimplant\ distal ulna,est/lat/ice/den/nor
NCSJ33,Internal fixation of fracture of elbow or forearm using bioimplant\ proximal radius,est/lat/ice/den/nor
NCSJ34,Internal fixation of fracture of elbow or forearm using bioimplant\ body of radius,est/lat/ice/den/nor
NCSJ35,Internal fixation of fracture of elbow or forearm using bioimplant\ distal radius,est/lat/ice/den/nor
NCSJ36,Internal fixation of fracture of elbow or forearm using bioimplant\ body of ulna and radius,est/lat/ice/den/nor
NCSJ37,Internal fixation of fracture of elbow or forearm using bioimplant\ distal radius and ulna,est/lat/ice/den/nor
NCSJ38,Internal fixation of fracture of elbow or forearm using bioimplant\ other location,est/swe/lat/ice/den/nor
NCSJ40,"Internal fixation of fracture of elbow or forearm using wire, rod, cerclage or pin\ proximal ulna",est/lat/ice/den/nor
NCSJ41,"Internal fixation of fracture of elbow or forearm using wire, rod, cerclage or pin\ body of ulna",est/lat/ice/den/nor
NCSJ42,"Internal fixation of fracture of elbow or forearm using wire, rod, cerclage or pin\ distal ulna",est/lat/ice/den/nor
NCSJ43,"Internal fixation of fracture of elbow or forearm using wire, rod, cerclage or pin\ proximal radius",est/lat/ice/den/nor
NCSJ44,"Internal fixation of fracture of elbow or forearm using wire, rod, cerclage or pin\ body of radius",est/lat/ice/den/nor
NCSJ45,"Internal fixation of fracture of elbow or forearm using wire, rod, cerclage or pin\ distal radius",est/lat/ice/den/nor
NCSJ46,"Internal fixation of fracture of elbow or forearm using wire, rod, cerclage or pin\ body of ulna and radius",est/lat/ice/den/nor
NCSJ47,"Internal fixation of fracture of elbow or forearm using wire, rod, cerclage or pin\ distal radius and ulna",est/lat/ice/den/nor
NCSJ48,"Internal fixation of fracture of elbow or forearm using wire, rod, cerclage or pin\ other location",est/swe/lat/ice/den/nor
NCSJ50,Internal fixation of fracture of elbow or forearm using intramedullary nail\ proximal ulna,est/lat/ice/den/nor
NCSJ51,Internal fixation of fracture of elbow or forearm using intramedullary nail\ body of ulna,est/lat/ice/den/nor
NCSJ52,Internal fixation of fracture of elbow or forearm using intramedullary nail\ distal ulna,est/lat/ice/den/nor
NCSJ53,Internal fixation of fracture of elbow or forearm using intramedullary nail\ proximal radius,est/lat/ice/den/nor
NCSJ54,Internal fixation of fracture of elbow or forearm using intramedullary nail\ body of radius,est/lat/ice/den/nor
NCSJ55,Internal fixation of fracture of elbow or forearm using intramedullary nail\ distal radius,est/lat/ice/den/nor
NCSJ56,Internal fixation of fracture of elbow or forearm using intramedullary nail\ body of ulna and radius,est/lat/ice/den/nor
NCSJ57,Internal fixation of fracture of elbow or forearm using intramedullary nail\ distal radius and ulna,est/lat/ice/den/nor
NCSJ58,Internal fixation of fracture of elbow or forearm using intramedullary nail\ other location,est/swe/lat/ice/den/fin/nor
NCSJ60,Internal fixation of fracture of elbow or forearm using plate and screws\ proximal ulna,est/lat/ice/den/nor
NCSJ61,Internal fixation of fracture of elbow or forearm using plate and screws\ body of ulna,est/lat/ice/den/nor
NCSJ62,Internal fixation of fracture of elbow or forearm using plate and screws\ distal ulna,est/lat/ice/den/nor
NCSJ63,Internal fixation of fracture of elbow or forearm using plate and screws\ proximal radius,est/lat/ice/den/nor
NCSJ64,Internal fixation of fracture of elbow or forearm using plate and screws\ body of radius,est/lat/ice/den/nor
NCSJ65,Internal fixation of fracture of elbow or forearm using plate and screws\ distal radius,est/lat/ice/den/nor
NCSJ66,Internal fixation of fracture of elbow or forearm using plate and screws\ body of ulna and radius,est/lat/ice/den/nor
NCSJ67,Internal fixation of fracture of elbow or forearm using plate and screws\ distal radius and ulna,est/lat/ice/den/nor
NCSJ68,Internal fixation of fracture of forearm using plate,est/swe/lat/ice/den/fin/nor
NCSJ70,Internal fixation of fracture of elbow or forearm using screws alone\ proximal ulna,est/lat/ice/den/nor
NCSJ71,Internal fixation of fracture of elbow or forearm using screws alone\ body of ulna,est/lat/ice/den/nor
NCSJ72,Internal fixation of fracture of elbow or forearm using screws alone\ distal ulna,est/lat/ice/den/nor
NCSJ73,Internal fixation of fracture of elbow or forearm using screws alone\ proximal radius,est/lat/ice/den/nor
NCSJ74,Internal fixation of fracture of elbow or forearm using screws alone\ body of radius,est/lat/ice/den/nor
NCSJ75,Internal fixation of fracture of elbow or forearm using screws alone\ distal radius,est/lat/ice/den/nor
NCSJ76,Internal fixation of fracture of elbow or forearm using screws alone\ body of ulna and radius,est/lat/ice/den/nor
NCSJ77,Internal fixation of fracture of elbow or forearm using screws alone\ distal radius and ulna,est/lat/ice/den/nor
NCSJ78,Internal fixation of fracture of elbow or forearm using screws alone\ other location,est/swe/lat/ice/den/nor
NCSJ80,Internal fixation of fracture of elbow or forearm using other or combined methods\ proximal ulna,est/lat/ice/den/nor
NCSJ81,Internal fixation of fracture of elbow or forearm using other or combined methods\ body of ulna,est/lat/ice/den/nor
NCSJ82,Internal fixation of fracture of elbow or forearm using other or combined methods\ distal ulna,est/lat/ice/den/nor
NCSJ83,Internal fixation of fracture of elbow or forearm using other or combined methods\ proximal radius,est/lat/ice/den/nor
NCSJ84,Internal fixation of fracture of elbow or forearm using other or combined methods\ body of radius,est/lat/ice/den/nor
NCSJ85,Internal fixation of fracture of elbow or forearm using other or combined methods\ distal radius,est/lat/ice/den/nor
NCSJ86,Internal fixation of fracture of elbow or forearm using other or combined methods\ body of ulna and radius,est/lat/ice/den/nor
NCSJ87,Internal fixation of fracture of elbow or forearm using other or combined methods\ distal radius and ulna,est/lat/ice/den/nor
NCSJ88,Other internal fixation of fracture of forearm,est/swe/lat/ice/den/fin/nor
NCSJ90,Other fracture surgery of elbow or forearm\ proximal ulna,est/lat/ice/den/nor
NCSJ91,Other fracture surgery of elbow or forearm\ body of ulna,est/lat/ice/den/nor
NCSJ92,Other fracture surgery of elbow or forearm\ distal ulna,est/lat/ice/den/nor
NCSJ93,Other fracture surgery of elbow or forearm\ proximal radius,est/lat/ice/den/nor
NCSJ94,Other fracture surgery of elbow or forearm\ body of radius,est/lat/ice/den/nor
NCSJ95,Other fracture surgery of elbow or forearm\ distal radius,est/lat/ice/den/nor
NCSJ96,Other fracture surgery of elbow or forearm\ body of ulna and radius,est/lat/ice/den/nor
NCSJ97,Other fracture surgery of elbow or forearm\ distal radius and ulna,est/lat/ice/den/nor
NCSJ98,Other fracture surgery of elbow or forearm\ other location,est/swe/lat/ice/den/nor
NCSJ99,Other fracture surgery of elbow or forearm\ unspecified location,ice/fin
NCSK19,Partial or total excision of bone of elbow or forearm,est/swe/lat/ice/den/fin/nor
NCSK29,Fenestration or forage of bone of elbow or forearm,est/swe/lat/ice/den/nor
NCSK39,Curettage of cyst of bone of elbow or forearm,est/swe/lat/ice/den/nor
NCSK49,Epiphysiodesis of forearm,est/swe/lat/ice/den/fin/nor
NCSK59,Rotation osteotomy of forearm,est/swe/lat/ice/den/fin/nor
NCSK69,Shortening or lengthening osteotomy of forearm,est/swe/lat/ice/den/fin/nor
NCSK79,Bone transport operation of forearm,est/swe/lat/ice/den/fin/nor
NCSK89,Traction lengthening of epiphyseal plate of forearm,est/swe/lat/ice/den/fin/nor
NCSK99,Other operation on bone of elbow or forearm,est/swe/lat/ice/den/fin/nor
NCSL09,Freeing of muscle of elbow or forearm,est/swe/lat/ice/den/fin/nor
NCSL19,Suture or plastic repair of muscle of elbow or forearm,est/swe/lat/ice/den/nor
NCSL29,Transposition of muscle of elbow or forearm,est/swe/lat/ice/den/nor
NCSL39,Myotomy or tenotomy of elbow or forearm with or without excision,est/swe/lat/ice/den/fin/nor
NCSL49,Repair of tendon of elbow or forearm by suture or transplant,est/swe/lat/ice/den/fin/nor
NCSL59,Tenolysis or tenosynovectomy of elbow or forearm,est/swe/lat/ice/den/fin/nor
NCSL69,"Tenodesis, shortening or lengthening of tendon of elbow or forearm",est/swe/lat/ice/den/fin/nor
NCSL89,Transposition of tendon of elbow or forearm,est/swe/lat/ice/den/fin/nor
NCSL99,Other operation on muscle or tendon of elbow or forearm,est/swe/lat/ice/den/fin/nor
NCSM09,Fasciotomy of forearm,est/swe/lat/ice/den/fin/nor
