ord,id,drg_comb,rtc,icd,mdc,dgcat,pdgprop,compl,or_proc,procpro,secpro,dgprop1,dgprop2,dgprop3,dgprop4,agelim,sex,dur,disch,nat_ver
70005105490,400D512190,486X,0,+,,,00P21,,S,21S03,,24X30,24X40,,,,,,,ice/nor/swe
70005105500,400D512191,486X,0,+,,,00P21,,,21S03,,24X30,24X40,00X10,,,,,,ice/swe
70005105510,400D512200,486X,0,+,,,00P21,,S,21S03,,24X30,24X50,,,,,,,ice/nor/swe
70005105520,400D512201,486X,0,+,,,00P21,,,21S03,,24X30,24X50,00X10,,,,,,ice/swe
70005105530,400D512210,486X,0,+,,,00P21,,S,21S03,,24X30,24X60,,,,,,,ice/nor/swe
70005105540,400D512211,486X,0,+,,,00P21,,,21S03,,24X30,24X60,00X10,,,,,,ice/swe
70005105550,400D512220,486X,0,+,,,00P21,,S,21S03,,24X30,24X70,,,,,,,ice/nor/swe
70005105560,400D512221,486X,0,+,,,00P21,,,21S03,,24X30,24X70,00X10,,,,,,ice/swe
70005105570,400D512230,486X,0,+,,,00P21,,S,21S03,,24X30,24X71,21X01,,,,,,ice/nor/swe
70005105580,400D512231,486X,0,+,,,00P21,,,21S03,,24X30,24X71,21X01,00X10,,,,,ice/swe
70005105590,400D512240,486X,0,+,,,00P21,,S,21S03,,24X30,24X72,21X03,,,,,,ice/nor/swe
70005105600,400D512241,486X,0,+,,,00P21,,,21S03,,24X30,24X72,21X03,00X10,,,,,ice/swe
70005105610,400D512250,486X,0,+,,,00P21,,S,21S03,,24X30,24X80,,,,,,,ice/nor/swe
70005105620,400D512251,486X,0,+,,,00P21,,,21S03,,24X30,24X80,00X10,,,,,,ice/swe
70005105630,400D512260,486X,0,+,,,00P21,,S,21S03,,24X30,24X81,21X02,,,,,,ice/nor/swe
70005105640,400D512261,486X,0,+,,,00P21,,,21S03,,24X30,24X81,21X02,00X10,,,,,ice/swe
70005105650,400D512270,486X,0,+,,,00P21,,S,21S03,,24X40,24X50,,,,,,,ice/nor/swe
70005105660,400D512271,486X,0,+,,,00P21,,,21S03,,24X40,24X50,00X10,,,,,,ice/swe
70005105670,400D512280,486X,0,+,,,00P21,,S,21S03,,24X40,24X60,,,,,,,ice/nor/swe
70005105680,400D512281,486X,0,+,,,00P21,,,21S03,,24X40,24X60,00X10,,,,,,ice/swe
70005105690,400D512290,486X,0,+,,,00P21,,S,21S03,,24X40,24X70,,,,,,,ice/nor/swe
70005105700,400D512291,486X,0,+,,,00P21,,,21S03,,24X40,24X70,00X10,,,,,,ice/swe
70005105710,400D512300,486X,0,+,,,00P21,,S,21S03,,24X40,24X71,21X01,,,,,,ice/nor/swe
70005105720,400D512301,486X,0,+,,,00P21,,,21S03,,24X40,24X71,21X01,00X10,,,,,ice/swe
70005105730,400D512310,486X,0,+,,,00P21,,S,21S03,,24X40,24X72,21X03,,,,,,ice/nor/swe
70005105740,400D512311,486X,0,+,,,00P21,,,21S03,,24X40,24X72,21X03,00X10,,,,,ice/swe
70005105750,400D512320,486X,0,+,,,00P21,,S,21S03,,24X40,24X80,,,,,,,ice/nor/swe
70005105760,400D512321,486X,0,+,,,00P21,,,21S03,,24X40,24X80,00X10,,,,,,ice/swe
70005105770,400D512330,486X,0,+,,,00P21,,S,21S03,,24X40,24X81,21X02,,,,,,ice/nor/swe
70005105780,400D512331,486X,0,+,,,00P21,,,21S03,,24X40,24X81,21X02,00X10,,,,,ice/swe
70005105790,400D512340,486X,0,+,,,00P21,,S,21S03,,24X50,24X60,,,,,,,ice/nor/swe
70005105800,400D512341,486X,0,+,,,00P21,,,21S03,,24X50,24X60,00X10,,,,,,ice/swe
70005105810,400D512350,486X,0,+,,,00P21,,S,21S03,,24X50,24X70,,,,,,,ice/nor/swe
70005105820,400D512351,486X,0,+,,,00P21,,,21S03,,24X50,24X70,00X10,,,,,,ice/swe
70005105830,400D512360,486X,0,+,,,00P21,,S,21S03,,24X50,24X71,21X01,,,,,,ice/nor/swe
70005105840,400D512361,486X,0,+,,,00P21,,,21S03,,24X50,24X71,21X01,00X10,,,,,ice/swe
70005105850,400D512370,486X,0,+,,,00P21,,S,21S03,,24X50,24X72,21X03,,,,,,ice/nor/swe
70005105860,400D512371,486X,0,+,,,00P21,,,21S03,,24X50,24X72,21X03,00X10,,,,,ice/swe
70005105870,400D512380,486X,0,+,,,00P21,,S,21S03,,24X50,24X80,,,,,,,ice/nor/swe
70005105880,400D512381,486X,0,+,,,00P21,,,21S03,,24X50,24X80,00X10,,,,,,ice/swe
70005105890,400D512390,486X,0,+,,,00P21,,S,21S03,,24X50,24X81,21X02,,,,,,ice/nor/swe
70005105900,400D512391,486X,0,+,,,00P21,,,21S03,,24X50,24X81,21X02,00X10,,,,,ice/swe
70005105910,400D512400,486X,0,+,,,00P21,,S,21S03,,24X60,24X70,,,,,,,ice/nor/swe
70005105920,400D512401,486X,0,+,,,00P21,,,21S03,,24X60,24X70,00X10,,,,,,ice/swe
70005105930,400D512410,486X,0,+,,,00P21,,S,21S03,,24X60,24X71,21X01,,,,,,ice/nor/swe
70005105940,400D512411,486X,0,+,,,00P21,,,21S03,,24X60,24X71,21X01,00X10,,,,,ice/swe
70005105950,400D512420,486X,0,+,,,00P21,,S,21S03,,24X60,24X72,21X03,,,,,,ice/nor/swe
70005105960,400D512421,486X,0,+,,,00P21,,,21S03,,24X60,24X72,21X03,00X10,,,,,ice/swe
70005105970,400D512430,486X,0,+,,,00P21,,S,21S03,,24X60,24X80,,,,,,,ice/nor/swe
70005105980,400D512431,486X,0,+,,,00P21,,,21S03,,24X60,24X80,00X10,,,,,,ice/swe
70005105990,400D512440,486X,0,+,,,00P21,,S,21S03,,24X60,24X81,21X02,,,,,,ice/nor/swe
70005106000,400D512441,486X,0,+,,,00P21,,,21S03,,24X60,24X81,21X02,00X10,,,,,ice/swe
70005106010,400D512450,486X,0,+,,,00P21,,S,21S03,,24X70,24X80,,,,,,,ice/nor/swe
70005106020,400D512451,486X,0,+,,,00P21,,,21S03,,24X70,24X80,00X10,,,,,,ice/swe
70005106030,400D512460,486X,0,+,,,00P21,,S,21S03,,24X71,21X01,24X80,,,,,,ice/nor/swe
70005106040,400D512461,486X,0,+,,,00P21,,,21S03,,24X71,21X01,24X80,00X10,,,,,ice/swe
70005106050,400D512470,486X,0,+,,,00P21,,S,21S03,,24X72,21X03,24X80,,,,,,ice/nor/swe
70005106060,400D512471,486X,0,+,,,00P21,,,21S03,,24X72,21X03,24X80,00X10,,,,,ice/swe
70005106070,400D512480,486X,0,+,,,00P21,,S,21S03,,24X70,24X81,21X02,,,,,,ice/nor/swe
70005106080,400D512481,486X,0,+,,,00P21,,,21S03,,24X70,24X81,21X02,00X10,,,,,ice/swe
70005106090,400D512490,486X,0,+,,,00P21,,S,21S03,,24X71,21X01,24X81,21X02,,,,,ice/nor/swe
70005106100,400D512491,486X,0,+,,,00P21,,,21S03,,24X71,21X01,24X81,00X10,,,,,ice/swe
70005106110,400D512500,486X,0,+,,,00P21,,S,21S03,,24X72,21X03,24X81,21X02,,,,,ice/nor/swe
70005106120,400D512501,486X,0,+,,,00P21,,,21S03,,24X72,21X03,24X81,00X10,,,,,ice/swe
70005106130,400D512510,486X,0,+,,,00P21,,S,21S03,,24X90,,,,,,,,ice/nor/swe
70005106140,400D512511,486X,0,+,,,00P21,,,21S03,,24X90,00X10,,,,,,,ice/swe
70005106150,400D513000,486X,0,+,,,00P21,,S,21S09,,24X10,24X20,,,,,,,ice/nor/swe
70005106160,400D513001,486X,0,+,,,00P21,,,21S09,,24X10,24X20,00X10,,,,,,ice/swe
70005106170,400D513010,486X,0,+,,,00P21,,S,21S09,,24X10,24X30,,,,,,,ice/nor/swe
70005106180,400D513011,486X,0,+,,,00P21,,,21S09,,24X10,24X30,00X10,,,,,,ice/swe
70005106190,400D513020,486X,0,+,,,00P21,,S,21S09,,24X10,24X40,,,,,,,ice/nor/swe
70005106200,400D513021,486X,0,+,,,00P21,,,21S09,,24X10,24X40,00X10,,,,,,ice/swe
70005106210,400D513030,486X,0,+,,,00P21,,S,21S09,,24X10,24X50,,,,,,,ice/nor/swe
70005106220,400D513031,486X,0,+,,,00P21,,,21S09,,24X10,24X50,00X10,,,,,,ice/swe
70005106230,400D513040,486X,0,+,,,00P21,,S,21S09,,24X10,24X60,,,,,,,ice/nor/swe
70005106240,400D513041,486X,0,+,,,00P21,,,21S09,,24X10,24X60,00X10,,,,,,ice/swe
70005106250,400D513050,486X,0,+,,,00P21,,S,21S09,,24X10,24X70,,,,,,,ice/nor/swe
70005106260,400D513051,486X,0,+,,,00P21,,,21S09,,24X10,24X70,00X10,,,,,,ice/swe
70005106270,400D513060,486X,0,+,,,00P21,,S,21S09,,24X10,24X71,21X01,,,,,,ice/nor/swe
70005106280,400D513061,486X,0,+,,,00P21,,,21S09,,24X10,24X71,21X01,00X10,,,,,ice/swe
70005106290,400D513070,486X,0,+,,,00P21,,S,21S09,,24X10,24X72,21X03,,,,,,ice/nor/swe
70005106300,400D513071,486X,0,+,,,00P21,,,21S09,,24X10,24X72,21X03,00X10,,,,,ice/swe
70005106310,400D513080,486X,0,+,,,00P21,,S,21S09,,24X10,24X80,,,,,,,ice/nor/swe
70005106320,400D513081,486X,0,+,,,00P21,,,21S09,,24X10,24X80,00X10,,,,,,ice/swe
70005106330,400D513090,486X,0,+,,,00P21,,S,21S09,,24X10,24X81,21X02,,,,,,ice/nor/swe
70005106340,400D513091,486X,0,+,,,00P21,,,21S09,,24X10,24X81,21X02,00X10,,,,,ice/swe
70005106350,400D513100,486X,0,+,,,00P21,,S,21S09,,24X20,24X30,,,,,,,ice/nor/swe
70005106360,400D513101,486X,0,+,,,00P21,,,21S09,,24X20,24X30,00X10,,,,,,ice/swe
70005106370,400D513110,486X,0,+,,,00P21,,S,21S09,,24X20,24X40,,,,,,,ice/nor/swe
70005106380,400D513111,486X,0,+,,,00P21,,,21S09,,24X20,24X40,00X10,,,,,,ice/swe
70005106390,400D513120,486X,0,+,,,00P21,,S,21S09,,24X20,24X50,,,,,,,ice/nor/swe
70005106400,400D513121,486X,0,+,,,00P21,,,21S09,,24X20,24X50,00X10,,,,,,ice/swe
70005106410,400D513130,486X,0,+,,,00P21,,S,21S09,,24X20,24X60,,,,,,,ice/nor/swe
70005106420,400D513131,486X,0,+,,,00P21,,,21S09,,24X20,24X60,00X10,,,,,,ice/swe
70005106430,400D513140,486X,0,+,,,00P21,,S,21S09,,24X20,24X70,,,,,,,ice/nor/swe
70005106440,400D513141,486X,0,+,,,00P21,,,21S09,,24X20,24X70,00X10,,,,,,ice/swe
70005106450,400D513150,486X,0,+,,,00P21,,S,21S09,,24X20,24X71,21X01,,,,,,ice/nor/swe
70005106460,400D513151,486X,0,+,,,00P21,,,21S09,,24X20,24X71,21X01,00X10,,,,,ice/swe
70005106470,400D513160,486X,0,+,,,00P21,,S,21S09,,24X20,24X72,21X03,,,,,,ice/nor/swe
70005106480,400D513161,486X,0,+,,,00P21,,,21S09,,24X20,24X72,21X03,00X10,,,,,ice/swe
70005106490,400D513170,486X,0,+,,,00P21,,S,21S09,,24X20,24X80,,,,,,,ice/nor/swe
70005106500,400D513171,486X,0,+,,,00P21,,,21S09,,24X20,24X80,00X10,,,,,,ice/swe
70005106510,400D513180,486X,0,+,,,00P21,,S,21S09,,24X20,24X81,21X02,,,,,,ice/nor/swe
70005106520,400D513181,486X,0,+,,,00P21,,,21S09,,24X20,24X81,21X02,00X10,,,,,ice/swe
70005106530,400D513190,486X,0,+,,,00P21,,S,21S09,,24X30,24X40,,,,,,,ice/nor/swe
70005106540,400D513191,486X,0,+,,,00P21,,,21S09,,24X30,24X40,00X10,,,,,,ice/swe
70005106550,400D513200,486X,0,+,,,00P21,,S,21S09,,24X30,24X50,,,,,,,ice/nor/swe
70005106560,400D513201,486X,0,+,,,00P21,,,21S09,,24X30,24X50,00X10,,,,,,ice/swe
70005106570,400D513210,486X,0,+,,,00P21,,S,21S09,,24X30,24X60,,,,,,,ice/nor/swe
70005106580,400D513211,486X,0,+,,,00P21,,,21S09,,24X30,24X60,00X10,,,,,,ice/swe
70005106590,400D513220,486X,0,+,,,00P21,,S,21S09,,24X30,24X70,,,,,,,ice/nor/swe
70005106600,400D513221,486X,0,+,,,00P21,,,21S09,,24X30,24X70,00X10,,,,,,ice/swe
70005106610,400D513230,486X,0,+,,,00P21,,S,21S09,,24X30,24X71,21X01,,,,,,ice/nor/swe
70005106620,400D513231,486X,0,+,,,00P21,,,21S09,,24X30,24X71,21X01,00X10,,,,,ice/swe
70005106630,400D513240,486X,0,+,,,00P21,,S,21S09,,24X30,24X72,21X03,,,,,,ice/nor/swe
70005106640,400D513241,486X,0,+,,,00P21,,,21S09,,24X30,24X72,21X03,00X10,,,,,ice/swe
70005106650,400D513250,486X,0,+,,,00P21,,S,21S09,,24X30,24X80,,,,,,,ice/nor/swe
70005106660,400D513251,486X,0,+,,,00P21,,,21S09,,24X30,24X80,00X10,,,,,,ice/swe
70005106670,400D513260,486X,0,+,,,00P21,,S,21S09,,24X30,24X81,21X02,,,,,,ice/nor/swe
70005106680,400D513261,486X,0,+,,,00P21,,,21S09,,24X30,24X81,21X02,00X10,,,,,ice/swe
70005106690,400D513270,486X,0,+,,,00P21,,S,21S09,,24X40,24X50,,,,,,,ice/nor/swe
70005106700,400D513271,486X,0,+,,,00P21,,,21S09,,24X40,24X50,00X10,,,,,,ice/swe
70005106710,400D513280,486X,0,+,,,00P21,,S,21S09,,24X40,24X60,,,,,,,ice/nor/swe
70005106720,400D513281,486X,0,+,,,00P21,,,21S09,,24X40,24X60,00X10,,,,,,ice/swe
70005106730,400D513290,486X,0,+,,,00P21,,S,21S09,,24X40,24X70,,,,,,,ice/nor/swe
70005106740,400D513291,486X,0,+,,,00P21,,,21S09,,24X40,24X70,00X10,,,,,,ice/swe
70005106750,400D513300,486X,0,+,,,00P21,,S,21S09,,24X40,24X71,21X01,,,,,,ice/nor/swe
70005106760,400D513301,486X,0,+,,,00P21,,,21S09,,24X40,24X71,21X01,00X10,,,,,ice/swe
70005106770,400D513310,486X,0,+,,,00P21,,S,21S09,,24X40,24X72,21X03,,,,,,ice/nor/swe
70005106780,400D513311,486X,0,+,,,00P21,,,21S09,,24X40,24X72,21X03,00X10,,,,,ice/swe
70005106790,400D513320,486X,0,+,,,00P21,,S,21S09,,24X40,24X80,,,,,,,ice/nor/swe
70005106800,400D513321,486X,0,+,,,00P21,,,21S09,,24X40,24X80,00X10,,,,,,ice/swe
70005106810,400D513330,486X,0,+,,,00P21,,S,21S09,,24X40,24X81,21X02,,,,,,ice/nor/swe
70005106820,400D513331,486X,0,+,,,00P21,,,21S09,,24X40,24X81,21X02,00X10,,,,,ice/swe
70005106830,400D513340,486X,0,+,,,00P21,,S,21S09,,24X50,24X60,,,,,,,ice/nor/swe
70005106840,400D513341,486X,0,+,,,00P21,,,21S09,,24X50,24X60,00X10,,,,,,ice/swe
70005106850,400D513350,486X,0,+,,,00P21,,S,21S09,,24X50,24X70,,,,,,,ice/nor/swe
70005106860,400D513351,486X,0,+,,,00P21,,,21S09,,24X50,24X70,00X10,,,,,,ice/swe
70005106870,400D513360,486X,0,+,,,00P21,,S,21S09,,24X50,24X71,21X01,,,,,,ice/nor/swe
70005106880,400D513361,486X,0,+,,,00P21,,,21S09,,24X50,24X71,21X01,00X10,,,,,ice/swe
70005106890,400D513370,486X,0,+,,,00P21,,S,21S09,,24X50,24X72,21X03,,,,,,ice/nor/swe
70005106900,400D513371,486X,0,+,,,00P21,,,21S09,,24X50,24X72,21X03,00X10,,,,,ice/swe
70005106910,400D513380,486X,0,+,,,00P21,,S,21S09,,24X50,24X80,,,,,,,ice/nor/swe
70005106920,400D513381,486X,0,+,,,00P21,,,21S09,,24X50,24X80,00X10,,,,,,ice/swe
70005106930,400D513390,486X,0,+,,,00P21,,S,21S09,,24X50,24X81,21X02,,,,,,ice/nor/swe
70005106940,400D513391,486X,0,+,,,00P21,,,21S09,,24X50,24X81,21X02,00X10,,,,,ice/swe
70005106950,400D513400,486X,0,+,,,00P21,,S,21S09,,24X60,24X70,,,,,,,ice/nor/swe
70005106960,400D513401,486X,0,+,,,00P21,,,21S09,,24X60,24X70,00X10,,,,,,ice/swe
70005106970,400D513410,486X,0,+,,,00P21,,S,21S09,,24X60,24X71,21X01,,,,,,ice/nor/swe
70005106980,400D513411,486X,0,+,,,00P21,,,21S09,,24X60,24X71,21X01,00X10,,,,,ice/swe
70005106990,400D513420,486X,0,+,,,00P21,,S,21S09,,24X60,24X72,21X03,,,,,,ice/nor/swe
70005107000,400D513421,486X,0,+,,,00P21,,,21S09,,24X60,24X72,21X03,00X10,,,,,ice/swe
70005107010,400D513430,486X,0,+,,,00P21,,S,21S09,,24X60,24X80,,,,,,,ice/nor/swe
70005107020,400D513431,486X,0,+,,,00P21,,,21S09,,24X60,24X80,00X10,,,,,,ice/swe
70005107030,400D513440,486X,0,+,,,00P21,,S,21S09,,24X60,24X81,21X02,,,,,,ice/nor/swe
70005107040,400D513441,486X,0,+,,,00P21,,,21S09,,24X60,24X81,21X02,00X10,,,,,ice/swe
70005107050,400D513450,486X,0,+,,,00P21,,S,21S09,,24X70,24X80,,,,,,,ice/nor/swe
70005107060,400D513451,486X,0,+,,,00P21,,,21S09,,24X70,24X80,00X10,,,,,,ice/swe
70005107070,400D513460,486X,0,+,,,00P21,,S,21S09,,24X71,21X01,24X80,,,,,,ice/nor/swe
70005107080,400D513461,486X,0,+,,,00P21,,,21S09,,24X71,21X01,24X80,00X10,,,,,ice/swe
70005107090,400D513470,486X,0,+,,,00P21,,S,21S09,,24X72,21X03,24X80,,,,,,ice/nor/swe
70005107100,400D513471,486X,0,+,,,00P21,,,21S09,,24X72,21X03,24X80,00X10,,,,,ice/swe
70005107110,400D513480,486X,0,+,,,00P21,,S,21S09,,24X70,24X81,21X02,,,,,,ice/nor/swe
70005107120,400D513481,486X,0,+,,,00P21,,,21S09,,24X70,24X81,21X02,00X10,,,,,ice/swe
70005107130,400D513490,486X,0,+,,,00P21,,S,21S09,,24X71,21X01,24X81,21X02,,,,,ice/swe
70005107140,400D5134901,486X,0,+,,,00P21,,S,21S09,,24X71,21X01,24X81,,,,,,nor
70005107150,400D513491,486X,0,+,,,00P21,,,21S09,,24X71,21X01,24X81,00X10,,,,,ice/swe
70005107160,400D513500,486X,0,+,,,00P21,,S,21S09,,24X72,21X03,24X81,21X02,,,,,ice/swe
70005107170,400D513501,486X,0,+,,,00P21,,,21S09,,24X72,21X03,24X81,00X10,,,,,ice/swe
70005107180,400D513510,486X,0,+,,,00P21,,S,21S09,,24X90,,,,,,,,ice/nor/swe
70005107190,400D513511,486X,0,+,,,00P21,,,21S09,,24X90,00X10,,,,,,,ice/swe
70005110000,400D511000,485X,0,+,,,00P21,,S,21S05,,24X10,24X20,,,,,,,den/est/ice/lat/nor/swe
70005110010,400D511001,485X,0,+,,,00P21,,,21S05,,24X10,24X20,00X10,,,,,,den/est/ice/lat/swe
70005110100,400D511010,485X,0,+,,,00P21,,S,21S05,,24X10,24X30,,,,,,,den/est/ice/lat/nor/swe
70005110110,400D511011,485X,0,+,,,00P21,,,21S05,,24X10,24X30,00X10,,,,,,den/est/ice/lat/swe
70005110200,400D511020,485X,0,+,,,00P21,,S,21S05,,24X10,24X40,,,,,,,den/est/ice/lat/nor/swe
70005110210,400D511021,485X,0,+,,,00P21,,,21S05,,24X10,24X40,00X10,,,,,,den/est/ice/lat/swe
70005110300,400D511030,485X,0,+,,,00P21,,S,21S05,,24X10,24X50,,,,,,,den/est/ice/lat/nor/swe
70005110310,400D511031,485X,0,+,,,00P21,,,21S05,,24X10,24X50,00X10,,,,,,den/est/ice/lat/swe
70005110400,400D511040,485X,0,+,,,00P21,,S,21S05,,24X10,24X60,,,,,,,den/est/ice/lat/nor/swe
70005110410,400D511041,485X,0,+,,,00P21,,,21S05,,24X10,24X60,00X10,,,,,,den/est/ice/lat/swe
70005110500,400D511050,485X,0,+,,,00P21,,S,21S05,,24X10,24X70,,,,,,,den/est/ice/lat/nor/swe
70005110510,400D511051,485X,0,+,,,00P21,,,21S05,,24X10,24X70,00X10,,,,,,den/est/ice/lat/swe
70005110600,400D511060,485X,0,+,,,00P21,,S,21S05,,24X10,24X71,21X01,,,,,,den/est/ice/lat/nor/swe
70005110610,400D511061,485X,0,+,,,00P21,,,21S05,,24X10,24X71,21X01,00X10,,,,,den/est/ice/lat/swe
70005110700,400D511070,485X,0,+,,,00P21,,S,21S05,,24X10,24X72,21X03,,,,,,den/est/ice/lat/nor/swe
70005110710,400D511071,485X,0,+,,,00P21,,,21S05,,24X10,24X72,21X03,00X10,,,,,den/est/ice/lat/swe
70005110800,400D511080,485X,0,+,,,00P21,,S,21S05,,24X10,24X80,,,,,,,den/est/ice/lat/nor/swe
70005110810,400D511081,485X,0,+,,,00P21,,,21S05,,24X10,24X80,00X10,,,,,,den/est/ice/lat/swe
70005110900,400D511090,485X,0,+,,,00P21,,S,21S05,,24X10,24X81,21X02,,,,,,den/est/ice/lat/nor/swe
70005110910,400D511091,485X,0,+,,,00P21,,,21S05,,24X10,24X81,21X02,00X10,,,,,den/est/ice/lat/swe
70005111000,400D511100,485X,0,+,,,00P21,,S,21S05,,24X20,24X30,,,,,,,den/est/ice/lat/nor/swe
70005111010,400D511101,485X,0,+,,,00P21,,,21S05,,24X20,24X30,00X10,,,,,,den/est/ice/lat/swe
70005111100,400D511110,485X,0,+,,,00P21,,S,21S05,,24X20,24X40,,,,,,,den/est/ice/lat/nor/swe
70005111110,400D511111,485X,0,+,,,00P21,,,21S05,,24X20,24X40,00X10,,,,,,den/est/ice/lat/swe
70005111200,400D511120,485X,0,+,,,00P21,,S,21S05,,24X20,24X50,,,,,,,den/est/ice/lat/nor/swe
70005111210,400D511121,485X,0,+,,,00P21,,,21S05,,24X20,24X50,00X10,,,,,,den/est/ice/lat/swe
70005111300,400D511130,485X,0,+,,,00P21,,S,21S05,,24X20,24X60,,,,,,,den/est/ice/lat/nor/swe
70005111310,400D511131,485X,0,+,,,00P21,,,21S05,,24X20,24X60,00X10,,,,,,den/est/ice/lat/swe
70005111400,400D511140,485X,0,+,,,00P21,,S,21S05,,24X20,24X70,,,,,,,den/est/ice/lat/nor/swe
70005111410,400D511141,485X,0,+,,,00P21,,,21S05,,24X20,24X70,00X10,,,,,,den/est/ice/lat/swe
70005111500,400D511150,485X,0,+,,,00P21,,S,21S05,,24X20,24X71,21X01,,,,,,den/est/ice/lat/nor/swe
70005111510,400D511151,485X,0,+,,,00P21,,,21S05,,24X20,24X71,21X01,00X10,,,,,den/est/ice/lat/swe
70005111600,400D511160,485X,0,+,,,00P21,,S,21S05,,24X20,24X72,21X03,,,,,,den/est/ice/lat/nor/swe
70005111610,400D511161,485X,0,+,,,00P21,,,21S05,,24X20,24X72,21X03,00X10,,,,,den/est/ice/lat/swe
70005111700,400D511170,485X,0,+,,,00P21,,S,21S05,,24X20,24X80,,,,,,,den/est/ice/lat/nor/swe
70005111710,400D511171,485X,0,+,,,00P21,,,21S05,,24X20,24X80,00X10,,,,,,den/est/ice/lat/swe
70005111800,400D511180,485X,0,+,,,00P21,,S,21S05,,24X20,24X81,21X02,,,,,,den/est/ice/lat/nor/swe
70005111810,400D511181,485X,0,+,,,00P21,,,21S05,,24X20,24X81,21X02,00X10,,,,,den/est/ice/lat/swe
70005111900,400D511190,485X,0,+,,,00P21,,S,21S05,,24X30,24X40,,,,,,,den/est/ice/lat/nor/swe
70005111910,400D511191,485X,0,+,,,00P21,,,21S05,,24X30,24X40,00X10,,,,,,den/est/ice/lat/swe
70005112000,400D511200,485X,0,+,,,00P21,,S,21S05,,24X30,24X50,,,,,,,den/est/ice/lat/nor/swe
70005112010,400D511201,485X,0,+,,,00P21,,,21S05,,24X30,24X50,00X10,,,,,,den/est/ice/lat/swe
70005112100,400D511210,485X,0,+,,,00P21,,S,21S05,,24X30,24X60,,,,,,,den/est/ice/lat/nor/swe
70005112110,400D511211,485X,0,+,,,00P21,,,21S05,,24X30,24X60,00X10,,,,,,den/est/ice/lat/swe
70005112200,400D511220,485X,0,+,,,00P21,,S,21S05,,24X30,24X70,,,,,,,den/est/ice/lat/nor/swe
70005112210,400D511221,485X,0,+,,,00P21,,,21S05,,24X30,24X70,00X10,,,,,,den/est/ice/lat/swe
70005112300,400D511230,485X,0,+,,,00P21,,S,21S05,,24X30,24X71,21X01,,,,,,den/est/ice/lat/nor/swe
70005112310,400D511231,485X,0,+,,,00P21,,,21S05,,24X30,24X71,21X01,00X10,,,,,den/est/ice/lat/swe
70005112311,400D5112311,486A,0,+,,,24P01,,S,21S07,,24X21,24X41,,,,,,,fin
70005112400,400D511240,485X,0,+,,,00P21,,S,21S05,,24X30,24X72,21X03,,,,,,den/est/ice/lat/nor/swe
70005112410,400D511241,485X,0,+,,,00P21,,,21S05,,24X30,24X72,21X03,00X10,,,,,den/est/ice/lat/swe
70005112500,400D511250,485X,0,+,,,00P21,,S,21S05,,24X30,24X80,,,,,,,den/est/ice/lat/nor/swe
70005112510,400D511251,485X,0,+,,,00P21,,,21S05,,24X30,24X80,00X10,,,,,,den/est/ice/lat/swe
70005112600,400D511260,485X,0,+,,,00P21,,S,21S05,,24X30,24X81,21X02,,,,,,den/est/ice/lat/nor/swe
70005112610,400D511261,485X,0,+,,,00P21,,,21S05,,24X30,24X81,21X02,00X10,,,,,den/est/ice/lat/swe
70005112700,400D511270,485X,0,+,,,00P21,,S,21S05,,24X40,24X50,,,,,,,den/est/ice/lat/nor/swe
70005112710,400D511271,485X,0,+,,,00P21,,,21S05,,24X40,24X50,00X10,,,,,,den/est/ice/lat/swe
70005112800,400D511280,485X,0,+,,,00P21,,S,21S05,,24X40,24X60,,,,,,,den/est/ice/lat/nor/swe
70005112810,400D511281,485X,0,+,,,00P21,,,21S05,,24X40,24X60,00X10,,,,,,den/est/ice/lat/swe
70005112900,400D511290,485X,0,+,,,00P21,,S,21S05,,24X40,24X70,,,,,,,den/est/ice/lat/nor/swe
70005112910,400D511291,485X,0,+,,,00P21,,,21S05,,24X40,24X70,00X10,,,,,,den/est/ice/lat/swe
70005113000,400D511300,485X,0,+,,,00P21,,S,21S05,,24X40,24X71,21X01,,,,,,den/est/ice/lat/nor/swe
70005113010,400D511301,485X,0,+,,,00P21,,,21S05,,24X40,24X71,21X01,00X10,,,,,den/est/ice/lat/swe
70005113100,400D511310,485X,0,+,,,00P21,,S,21S05,,24X40,24X72,21X03,,,,,,den/est/ice/lat/nor/swe
70005113110,400D511311,485X,0,+,,,00P21,,,21S05,,24X40,24X72,21X03,00X10,,,,,den/est/ice/lat/swe
70005113200,400D511320,485X,0,+,,,00P21,,S,21S05,,24X40,24X80,,,,,,,den/est/ice/lat/nor/swe
70005113210,400D511321,485X,0,+,,,00P21,,,21S05,,24X40,24X80,00X10,,,,,,den/est/ice/lat/swe
70005113300,400D511330,485X,0,+,,,00P21,,S,21S05,,24X40,24X81,21X02,,,,,,den/est/ice/lat/nor/swe
70005113310,400D511331,485X,0,+,,,00P21,,,21S05,,24X40,24X81,21X02,00X10,,,,,den/est/ice/lat/swe
70005113400,400D511340,485X,0,+,,,00P21,,S,21S05,,24X50,24X60,,,,,,,den/est/ice/lat/nor/swe
70005113410,400D511341,485X,0,+,,,00P21,,,21S05,,24X50,24X60,00X10,,,,,,den/est/ice/lat/swe
70005113500,400D511350,485X,0,+,,,00P21,,S,21S05,,24X50,24X70,,,,,,,den/est/ice/lat/nor/swe
70005113510,400D511351,485X,0,+,,,00P21,,,21S05,,24X50,24X70,00X10,,,,,,den/est/ice/lat/swe
