code_plus,text_plus,ast,nat_ver
N2280,Calculus of urinary tract in other diseases classified elsewhere,*,est/swe/lat/ice/den/fin/nor
N2300,Unspecified renal colic,,est/swe/lat/ice/den/fin/nor
N2500,Renal osteodystrophy,,est/swe/lat/ice/den/fin/nor
N2510,Nephrogenic diabetes insipidus,,est/swe/lat/ice/den/fin/nor
N2580,Other disorders resulting from impaired renal tubular function,,est/swe/lat/ice/den/fin/nor
N2590,"Disorder resulting from impaired renal tubular function, unspecified",,est/swe/lat/ice/den/fin/nor
N2600,Unspecified contracted kidney,,est/swe/lat/ice/den/fin/nor
N2700,"Small kidney, unilateral",,est/swe/lat/ice/den/fin/nor
N2710,"Small kidney, bilateral",,est/swe/lat/ice/den/fin/nor
N2790,"Small kidney, unspecified",,est/swe/lat/ice/den/fin/nor
N2800,Ischaemia and infarction of kidney,,est/swe/lat/ice/den/fin/nor
N2810,"Cyst of kidney, acquired",,est/swe/lat/ice/den/fin/nor
N2880,Other specified disorders of kidney and ureter,,est/swe/lat/ice/den/fin/nor
N2890,"Disorder of kidney and ureter, unspecified",,est/swe/lat/ice/den/fin/nor
N2900,Late syphilis of kidney (A52.7+),*,est/swe/lat/ice/den/fin/nor
N2910,Other disorders of kidney and ureter in infectious and parasitic diseases classified elsewhere,*,est/swe/lat/ice/den/fin/nor
N2980,Other disorders of kidney and ureter in other diseases classified elsewhere,*,est/swe/lat/ice/den/fin/nor
N3000,Acute cystitis,,est/swe/lat/ice/den/fin/nor
N3010,Interstitial cystitis (chronic),,est/swe/lat/ice/den/fin/nor
N3020,Other chronic cystitis,,est/swe/lat/ice/den/fin/nor
N3030,Trigonitis,,est/swe/lat/ice/den/fin/nor
N3040,Irradiation cystitis,,est/swe/lat/ice/den/fin/nor
N3080,Other cystitis,,est/swe/lat/ice/den/fin/nor
N3090,"Cystitis, unspecified",,est/swe/lat/ice/den/fin/nor
N3100,"Uninhibited neuropathic bladder, not elsewhere classified",,est/swe/lat/ice/den/fin/nor
N3110,"Reflex neuropathic bladder, not elsewhere classified",,est/swe/lat/ice/den/fin/nor
N3120,"Flaccid neuropathic bladder, not elsewhere classified",,est/swe/lat/ice/den/fin/nor
N3180,Other neuromuscular dysfunction of bladder,,est/swe/lat/ice/den/fin/nor
N3190,"Neuromuscular dysfunction of bladder, unspecified",,est/swe/lat/ice/den/fin/nor
N3200,Bladder-neck obstruction,,est/swe/lat/ice/den/fin/nor
N3210,Vesicointestinal fistula,,est/swe/lat/ice/den/fin/nor
N3220,"Vesical fistula, not elsewhere classified",,est/swe/lat/ice/den/fin/nor
N3230,Diverticulum of bladder,,est/swe/lat/ice/den/fin/nor
N3240,"Rupture of bladder, nontraumatic",,est/swe/lat/ice/den/fin/nor
N3280,Other specified disorders of bladder,,est/swe/lat/ice/den/fin/nor
N3290,"Bladder disorder, unspecified",,est/swe/lat/ice/den/fin/nor
N3300,Tuberculous cystitis (A18.1+),*,est/swe/lat/ice/den/fin/nor
N3380,Bladder disorders in other diseases classified elsewhere,*,est/swe/lat/ice/den/fin/nor
N3400,Urethral abscess,,est/swe/lat/ice/den/fin/nor
N3410,Nonspecific urethritis,,est/swe/lat/ice/den/fin/nor
N3420,Other urethritis,,est/swe/lat/ice/den/fin/nor
N3430,"Urethral syndrome, unspecified",,est/swe/lat/ice/den/fin/nor
N3500,Post-traumatic urethral stricture,,est/swe/lat/ice/den/fin/nor
N3510,"Postinfective urethral stricture, not elsewhere classified",,est/swe/lat/ice/den/fin/nor
N3580,Other urethral stricture,,est/swe/lat/ice/den/fin/nor
N3590,"Urethral stricture, unspecified",,est/swe/lat/ice/den/fin/nor
N3600,Urethral fistula,,est/swe/lat/ice/den/fin/nor
N3610,Urethral diverticulum,,est/swe/lat/ice/den/fin/nor
N3620,Urethral caruncle,,est/swe/lat/ice/den/fin/nor
N3630,Prolapsed urethral mucosa,,est/swe/lat/ice/den/fin/nor
N3680,Other specified disorders of urethra,,est/swe/lat/ice/den/fin/nor
N3690,"Urethral disorder, unspecified",,est/swe/lat/ice/den/fin/nor
N3700,Urethritis in diseases classified elsewhere,*,est/swe/lat/ice/den/fin/nor
N3780,Other urethral disorders in diseases classified elsewhere,*,est/swe/lat/ice/den/fin/nor
N3900,"Urinary tract infection, site not specified",,est/swe/lat/ice/den/fin/nor
N3910,"Persistent proteinuria, unspecified",,est/swe/lat/ice/den/fin/nor
N3920,"Orthostatic proteinuria, unspecified",,est/swe/lat/ice/den/fin/nor
N3930,Stress incontinence,,est/swe/lat/ice/den/fin/nor
N3940,Other specified urinary incontinence,,est/swe/lat/ice/den/fin/nor
N3980,Other specified disorders of urinary system,,est/swe/lat/ice/den/fin/nor
N3990,"Disorder of urinary system, unspecified",,est/swe/lat/ice/den/fin/nor
N4000,Hyperplasia of prostate,,est/swe/lat/ice/den/fin/nor
N4100,Acute prostatitis,,est/swe/lat/ice/den/fin/nor
N4110,Chronic prostatitis,,est/swe/lat/ice/den/fin/nor
N4120,Abscess of prostate,,est/swe/lat/ice/den/fin/nor
N4130,Prostatocystitis,,est/swe/lat/ice/den/fin/nor
N4180,Other inflammatory diseases of prostate,,est/swe/lat/ice/den/fin/nor
N4190,"Inflammatory disease of prostate, unspecified",,est/swe/lat/ice/den/fin/nor
N4200,Calculus of prostate,,est/swe/lat/ice/den/fin/nor
N4210,Congestion and haemorrhage of prostate,,est/swe/lat/ice/den/fin/nor
N4220,Atrophy of prostate,,est/swe/lat/ice/den/fin/nor
N4230,Dysplasia of prostate,,swe/lat/ice/den/nor
N4280,Other specified disorders of prostate,,est/swe/lat/ice/den/fin/nor
N4290,"Disorder of prostate, unspecified",,est/swe/lat/ice/den/fin/nor
N4300,Encysted hydrocele,,est/swe/lat/ice/den/fin/nor
N4310,Infected hydrocele,,est/swe/lat/ice/den/fin/nor
N4320,Other hydrocele,,est/swe/lat/ice/den/fin/nor
N4330,"Hydrocele, unspecified",,est/swe/lat/ice/den/fin/nor
N4340,Spermatocele,,est/swe/lat/ice/den/fin/nor
N4400,Torsion of testis,,est/swe/lat/ice/den/fin/nor
N4500,"Orchitis, epididymitis and epididymo-orchitis with abscess",,est/swe/lat/ice/den/fin/nor
N4590,"Orchitis, epididymitis and epididymo-orchitis without abscess",,est/swe/lat/ice/den/fin/nor
N4600,Male infertility,,est/swe/lat/ice/den/fin/nor
N4700,"Redundant prepuce, phimosis and paraphimosis",,est/swe/lat/ice/den/fin/nor
N4800,Leukoplakia of penis,,est/swe/lat/ice/den/fin/nor
N4810,Balanoposthitis,,est/swe/lat/ice/den/fin/nor
N4820,Other inflammatory disorders of penis,,est/swe/lat/ice/den/fin/nor
N4830,Priapism,,est/swe/lat/ice/den/fin/nor
N4840,Impotence of organic origin,,est/swe/lat/ice/den/fin/nor
N4850,Ulcer of penis,,est/swe/lat/ice/den/fin/nor
N4860,Induratio penis plastica,,est/swe/lat/ice/den/fin/nor
N4880,Other specified disorders of penis,,est/swe/lat/ice/den/fin/nor
N4890,"Disorder of penis, unspecified",,est/swe/lat/ice/den/fin/nor
N4900,Inflammatory disorders of seminal vesicle,,est/swe/lat/ice/den/fin/nor
N4910,"Inflammatory disorders of spermatic cord, tunica vaginalis and vas deferens",,est/swe/lat/ice/den/fin/nor
N4920,Inflammatory disorders of scrotum,,est/swe/lat/ice/den/fin/nor
N4980,Inflammatory disorders of other specified male genital organs,,est/swe/lat/ice/den/fin/nor
N4990,Inflammatory disorder of unspecified male genital organ,,est/swe/lat/ice/den/fin/nor
N5000,Atrophy of testis,,est/swe/lat/ice/den/fin/nor
N5010,Vascular disorders of male genital organs,,est/swe/lat/ice/den/fin/nor
N5080,Other specified disorders of male genital organs,,est/swe/lat/ice/den/fin/nor
N5090,"Disorder of male genital organs, unspecified",,est/swe/lat/ice/den/fin/nor
N5100,Disorders of prostate in diseases classified elsewhere,*,est/swe/lat/ice/den/fin/nor
N5110,Disorders of testis and epididymis in diseases classified elsewhere,*,est/swe/lat/ice/den/fin/nor
N5120,Balanitis in diseases classified elsewhere,*,est/swe/lat/ice/den/fin/nor
N5180,Other disorders of male genital organs in diseases classified elsewhere,*,est/swe/lat/ice/den/fin/nor
N6000,Solitary cyst of breast,,est/swe/lat/ice/den/fin/nor
N6010,Diffuse cystic mastopathy,,est/swe/lat/ice/den/fin/nor
N6020,Fibroadenosis of breast,,est/swe/lat/ice/den/fin/nor
N6030,Fibrosclerosis of breast,,est/swe/lat/ice/den/fin/nor
N6040,Mammary duct ectasia,,est/swe/lat/ice/den/fin/nor
N6080,Other benign mammary dysplasias,,est/swe/lat/ice/den/fin/nor
N6090,"Benign mammary dysplasia, unspecified",,est/swe/lat/ice/den/fin/nor
N6100,Inflammatory disorders of breast,,est/swe/lat/ice/den/fin/nor
N6200,Hypertrophy of breast,,est/swe/lat/ice/den/fin/nor
N6300,Unspecified lump in breast,,est/swe/lat/ice/den/fin/nor
N6400,Fissure and fistula of nipple,,est/swe/lat/ice/den/fin/nor
N6410,Fat necrosis of breast,,est/swe/lat/ice/den/fin/nor
N6420,Atrophy of breast,,est/swe/lat/ice/den/fin/nor
N6430,Galactorrhoea not associated with childbirth,,est/swe/lat/ice/den/fin/nor
N6440,Mastodynia,,est/swe/lat/ice/den/fin/nor
N6450,Other signs and symptoms in breast,,est/swe/lat/ice/den/fin/nor
N6480,Other specified disorders of breast,,est/swe/lat/ice/den/fin/nor
N6490,"Disorder of breast, unspecified",,est/swe/lat/ice/den/fin/nor
N7000,Acute salpingitis and oophoritis,,est/swe/lat/ice/den/fin/nor
N7010,Chronic salpingitis and oophoritis,,est/swe/lat/ice/den/fin/nor
N7090,"Salpingitis and oophoritis, unspecified",,est/swe/lat/ice/den/fin/nor
N7100,Acute inflammatory disease of uterus,,est/swe/lat/ice/den/fin/nor
N7110,Chronic inflammatory disease of uterus,,est/swe/lat/ice/den/fin/nor
N7190,"Inflammatory disease of uterus, unspecified",,est/swe/lat/ice/den/fin/nor
N7200,Inflammatory disease of cervix uteri,,est/swe/lat/ice/den/fin/nor
N7300,Acute parametritis and pelvic cellulitis,,est/swe/lat/ice/den/fin/nor
N7310,Chronic parametritis and pelvic cellulitis,,est/swe/lat/ice/den/fin/nor
N7320,Unspecified parametritis and pelvic cellulitis,,est/swe/lat/ice/den/fin/nor
N7330,Female acute pelvic peritonitis,,est/swe/lat/ice/den/fin/nor
N7340,Female chronic pelvic peritonitis,,est/swe/lat/ice/den/fin/nor
N7350,"Female pelvic peritonitis, unspecified",,est/swe/lat/ice/den/fin/nor
N7360,Female pelvic peritoneal adhesions,,est/swe/lat/ice/den/fin/nor
N7380,Other specified female pelvic inflammatory diseases,,est/swe/lat/ice/den/fin/nor
N7390,"Female pelvic inflammatory disease, unspecified",,est/swe/lat/ice/den/fin/nor
N7400,Tuberculous infection of cervix uteri (A18.1+),*,est/swe/lat/ice/den/fin/nor
N7410,Female tuberculous pelvic inflammatory disease (A18.1+),*,est/swe/lat/ice/den/fin/nor
N7420,"Female syphilitic pelvic inflammatory disease (A51.4+, A52.7+)",*,est/swe/lat/ice/den/fin/nor
N7430,Female gonococcal pelvic inflammatory disease (A54.2+),*,est/swe/lat/ice/den/fin/nor
N7440,Female chlamydial pelvic inflammatory disease (A56.1+),*,est/swe/lat/ice/den/fin/nor
N7480,Female pelvic inflammatory disorders in other diseases classified elsewhere,*,est/swe/lat/ice/den/fin/nor
N7500,Cyst of Bartholin's gland,,est/swe/lat/ice/den/fin/nor
N7510,Abscess of Bartholin's gland,,est/swe/lat/ice/den/fin/nor
N7580,Other diseases of Bartholin's gland,,est/swe/lat/ice/den/fin/nor
N7590,"Disease of Bartholin's gland, unspecified",,est/swe/lat/ice/den/fin/nor
N7600,Acute vaginitis,,est/swe/lat/ice/den/fin/nor
N7610,Subacute and chronic vaginitis,,est/swe/lat/ice/den/fin/nor
N7620,Acute vulvitis,,est/swe/lat/ice/den/fin/nor
N7630,Subacute and chronic vulvitis,,est/swe/lat/ice/den/fin/nor
N7640,Abscess of vulva,,est/swe/lat/ice/den/fin/nor
N7650,Ulceration of vagina,,est/swe/lat/ice/den/fin/nor
N7660,Ulceration of vulva,,est/swe/lat/ice/den/fin/nor
N7680,Other specified inflammation of vagina and vulva,,est/swe/lat/ice/den/fin/nor
N7700,Ulceration of vulva in infectious and parasitic diseases classified elsewhere,*,est/swe/lat/ice/den/fin/nor
N7710,"Vaginitis, vulvitis and vulvovaginitis in infectious and parasitic diseases classified elsewhere",*,est/swe/lat/ice/den/fin/nor
N7780,Vulvovaginal ulceration and inflammation in other diseases classified elsewhere,*,est/swe/lat/ice/den/fin/nor
N8000,Endometriosis of uterus,,est/swe/lat/ice/den/fin/nor
N8010,Endometriosis of ovary,,est/swe/lat/ice/den/fin/nor
N8020,Endometriosis of fallopian tube,,est/swe/lat/ice/den/fin/nor
N8030,Endometriosis of pelvic peritoneum,,est/swe/lat/ice/den/fin/nor
N8040,Endometriosis of rectovaginal septum and vagina,,est/swe/lat/ice/den/fin/nor
N8050,Endometriosis of intestine,,est/swe/lat/ice/den/fin/nor
N8060,Endometriosis in cutaneous scar,,est/swe/lat/ice/den/fin/nor
N8080,Other endometriosis,,est/swe/lat/ice/den/fin/nor
N8090,"Endometriosis, unspecified",,est/swe/lat/ice/den/fin/nor
N8100,Female urethrocele,,est/swe/lat/ice/den/fin/nor
N8110,Cystocele,,est/swe/lat/ice/den/fin/nor
N8120,Incomplete uterovaginal prolapse,,est/swe/lat/ice/den/fin/nor
N8130,Complete uterovaginal prolapse,,est/swe/lat/ice/den/fin/nor
N8140,"Uterovaginal prolapse, unspecified",,est/swe/lat/ice/den/fin/nor
N8150,Vaginal enterocele,,est/swe/lat/ice/den/fin/nor
N8160,Rectocele,,est/swe/lat/ice/den/fin/nor
N8180,Other female genital prolapse,,est/swe/lat/ice/den/fin/nor
N8190,"Female genital prolapse, unspecified",,est/swe/lat/ice/den/fin/nor
N8200,Vesicovaginal fistula,,est/swe/lat/ice/den/fin/nor
N8210,Other female urinary-genital tract fistulae,,est/swe/lat/ice/den/fin/nor
N8220,Fistula of vagina to small intestine,,est/swe/lat/ice/den/fin/nor
N8230,Fistula of vagina to large intestine,,est/swe/lat/ice/den/fin/nor
N8240,Other female intestinal-genital tract fistulae,,est/swe/lat/ice/den/fin/nor
N8250,Female genital tract-skin fistulae,,est/swe/lat/ice/den/fin/nor
N8280,Other female genital tract fistulae,,est/swe/lat/ice/den/fin/nor
N8290,"Female genital tract fistula, unspecified",,est/swe/lat/ice/den/fin/nor
N8300,Follicular cyst of ovary,,est/swe/lat/ice/den/fin/nor
N8310,Corpus luteum cyst,,est/swe/lat/ice/den/fin/nor
N8320,Other and unspecified ovarian cysts,,est/swe/lat/ice/den/fin/nor
N8330,Acquired atrophy of ovary and fallopian tube,,est/swe/lat/ice/den/fin/nor
N8340,Prolapse and hernia of ovary and fallopian tube,,est/swe/lat/ice/den/fin/nor
N8350,"Torsion of ovary, ovarian pedicle and fallopian tube",,est/swe/lat/ice/den/fin/nor
N8360,Haematosalpinx,,est/swe/lat/ice/den/fin/nor
N8370,Haematoma of broad ligament,,est/swe/lat/ice/den/fin/nor
N8380,"Other noninflammatory disorders of ovary, fallopian tube and broad ligament",,est/swe/lat/ice/den/fin/nor
N8390,"Noninflammatory disorder of ovary, fallopian tube and broad ligament, unspecified",,est/swe/lat/ice/den/fin/nor
N8400,Polyp of corpus uteri,,est/swe/lat/ice/den/fin/nor
N8410,Polyp of cervix uteri,,est/swe/lat/ice/den/fin/nor
N8420,Polyp of vagina,,est/swe/lat/ice/den/fin/nor
N8430,Polyp of vulva,,est/swe/lat/ice/den/fin/nor
N8480,Polyp of other parts of female genital tract,,est/swe/lat/ice/den/fin/nor
N8490,"Polyp of female genital tract, unspecified",,est/swe/lat/ice/den/fin/nor
N8500,Endometrial glandular hyperplasia,,est/swe/lat/ice/den/fin/nor
N8510,Endometrial adenomatous hyperplasia,,est/swe/lat/ice/den/fin/nor
N8520,Hypertrophy of uterus,,est/swe/lat/ice/den/fin/nor
N8530,Subinvolution of uterus,,est/swe/lat/ice/den/fin/nor
N8540,Malposition of uterus,,est/swe/lat/ice/den/fin/nor
N8550,Inversion of uterus,,est/swe/lat/ice/den/fin/nor
N8560,Intrauterine synechiae,,est/swe/lat/ice/den/fin/nor
N8570,Haematometra,,est/swe/lat/ice/den/fin/nor
N8580,Other specified noninflammatory disorders of uterus,,est/swe/lat/ice/den/fin/nor
N8590,"Noninflammatory disorder of uterus, unspecified",,est/swe/lat/ice/den/fin/nor
N8600,Erosion and ectropion of cervix uteri,,est/swe/lat/ice/den/fin/nor
N8700,Mild cervical dysplasia,,est/swe/lat/ice/den/fin/nor
N8710,Moderate cervical dysplasia,,est/swe/lat/ice/den/fin/nor
N8720,"Severe cervical dysplasia, not elsewhere classified",,est/swe/lat/ice/den/fin/nor
N8790,"Dysplasia of cervix uteri, unspecified",,est/swe/lat/ice/den/fin/nor
N8800,Leukoplakia of cervix uteri,,est/swe/lat/ice/den/fin/nor
N8810,Old laceration of cervix uteri,,est/swe/lat/ice/den/fin/nor
N8820,Stricture and stenosis of cervix uteri,,est/swe/lat/ice/den/fin/nor
N8830,Incompetence of cervix uteri,,est/swe/lat/ice/den/fin/nor
N8840,Hypertrophic elongation of cervix uteri,,est/swe/lat/ice/den/fin/nor
N8880,Other specified noninflammatory disorders of cervix uteri,,est/swe/lat/ice/den/fin/nor
N8890,"Noninflammatory disorder of cervix uteri, unspecified",,est/swe/lat/ice/den/fin/nor
N8900,Mild vaginal dysplasia,,est/swe/lat/ice/den/fin/nor
N8910,Moderate vaginal dysplasia,,est/swe/lat/ice/den/fin/nor
N8920,"Severe vaginal dysplasia, not elsewhere classified",,est/swe/lat/ice/den/fin/nor
N8930,"Dysplasia of vagina, unspecified",,est/swe/lat/ice/den/fin/nor
N8940,Leukoplakia of vagina,,est/swe/lat/ice/den/fin/nor
N8950,Stricture and atresia of vagina,,est/swe/lat/ice/den/fin/nor
N8960,Tight hymenal ring,,est/swe/lat/ice/den/fin/nor
N8970,Haematocolpos,,est/swe/lat/ice/den/fin/nor
N8980,Other specified noninflammatory disorders of vagina,,est/swe/lat/ice/den/fin/nor
N8990,"Noninflammatory disorder of vagina, unspecified",,est/swe/lat/ice/den/fin/nor
N9000,Mild vulvar dysplasia,,est/swe/lat/ice/den/fin/nor
N9010,Moderate vulvar dysplasia,,est/swe/lat/ice/den/fin/nor
N9020,"Severe vulvar dysplasia, not elsewhere classified",,est/swe/lat/ice/den/fin/nor
N9030,"Dysplasia of vulva, unspecified",,est/swe/lat/ice/den/fin/nor
N9040,Leukoplakia of vulva,,est/swe/lat/ice/den/fin/nor
N9050,Atrophy of vulva,,est/swe/lat/ice/den/fin/nor
N9060,Hypertrophy of vulva,,est/swe/lat/ice/den/fin/nor
N9070,Vulvar cyst,,est/swe/lat/ice/den/fin/nor
N9080,Other specified noninflammatory disorders of vulva and perineum,,est/swe/lat/ice/den/fin/nor
N9090,"Noninflammatory disorder of vulva and perineum, unspecified",,est/swe/lat/ice/den/fin/nor
N9100,Primary amenorrhoea,,est/swe/lat/ice/den/fin/nor
N9110,Secondary amenorrhoea,,est/swe/lat/ice/den/fin/nor
N9120,"Amenorrhoea, unspecified",,est/swe/lat/ice/den/fin/nor
N9130,Primary oligomenorrhoea,,est/swe/lat/ice/den/fin/nor
N9140,Secondary oligomenorrhoea,,est/swe/lat/ice/den/fin/nor
N9150,"Oligomenorrhoea, unspecified",,est/swe/lat/ice/den/fin/nor
N9200,Excessive and frequent menstruation with regular cycle,,est/swe/lat/ice/den/fin/nor
N9210,Excessive and frequent menstruation with irregular cycle,,est/swe/lat/ice/den/fin/nor
N9220,Excessive menstruation at puberty,,est/swe/lat/ice/den/fin/nor
N9230,Ovulation bleeding,,est/swe/lat/ice/den/fin/nor
N9240,Excessive bleeding in the premenopausal period,,est/swe/lat/ice/den/fin/nor
N9250,Other specified irregular menstruation,,est/swe/lat/ice/den/fin/nor
N9260,"Irregular menstruation, unspecified",,est/swe/lat/ice/den/fin/nor
N9300,Postcoital and contact bleeding,,est/swe/lat/ice/den/fin/nor
N9380,Other specified abnormal uterine and vaginal bleeding,,est/swe/lat/ice/den/fin/nor
N9390,"Abnormal uterine and vaginal bleeding, unspecified",,est/swe/lat/ice/den/fin/nor
N9400,Mittelschmerz,,est/swe/lat/ice/den/fin/nor
N9410,Dyspareunia,,est/swe/lat/ice/den/fin/nor
N9420,Vaginismus,,est/swe/lat/ice/den/fin/nor
N9430,Premenstrual tension syndrome,,est/swe/lat/ice/den/fin/nor
N9440,Primary dysmenorrhoea,,est/swe/lat/ice/den/fin/nor
N9450,Secondary dysmenorrhoea,,est/swe/lat/ice/den/fin/nor
N9460,"Dysmenorrhoea, unspecified",,est/swe/lat/ice/den/fin/nor
N9480,Other specified conditions associated with female genital organs and menstrual cycle,,est/swe/lat/ice/den/fin/nor
N9490,Unspecified condition associated with female genital organs and menstrual cycle,,est/swe/lat/ice/den/fin/nor
N9500,Postmenopausal bleeding,,est/swe/lat/ice/den/fin/nor
N9510,Menopausal and female climacteric states,,est/swe/lat/ice/den/fin/nor
N9520,Postmenopausal atrophic vaginitis,,est/swe/lat/ice/den/fin/nor
N9530,States associated with artificial menopause,,est/swe/lat/ice/den/fin/nor
N9580,Other specified menopausal and perimenopausal disorders,,est/swe/lat/ice/den/fin/nor
N9590,"Menopausal and perimenopausal disorder, unspecified",,est/swe/lat/ice/den/fin/nor
N9600,Habitual aborter,,est/swe/lat/ice/den/fin/nor
N9700,Female infertility associated with anovulation,,est/swe/lat/ice/den/fin/nor
N9710,Female infertility of tubal origin,,est/swe/lat/ice/den/fin/nor
N9720,Female infertility of uterine origin,,est/swe/lat/ice/den/fin/nor
N9730,Female infertility of cervical origin,,est/swe/lat/ice/den/fin/nor
N9740,Female infertility associated with male factors,,est/swe/lat/ice/den/fin/nor
N9780,Female infertility of other origin,,est/swe/lat/ice/den/fin/nor
N9790,"Female infertility, unspecified",,est/swe/lat/ice/den/fin/nor
N9800,Infection associated with artificial insemination,,est/swe/lat/ice/den/fin/nor
N9810,Hyperstimulation of ovaries,,est/swe/lat/ice/den/fin/nor
N9820,Complications of attempted introduction of fertilized ovum following in vitro fertilization,,est/swe/lat/ice/den/fin/nor
N9830,Complications of attempted introduction of embryo in embryo transfer,,est/swe/lat/ice/den/fin/nor
N9880,Other complications associated with artificial fertilization,,est/swe/lat/ice/den/fin/nor
N9890,"Complication associated with artificial fertilization, unspecified",,est/swe/lat/ice/den/fin/nor
N9900,Postprocedural renal failure,,est/swe/lat/ice/den/fin/nor
N9910,Postprocedural urethral stricture,,est/swe/lat/ice/den/fin/nor
N9920,Postoperative adhesions of vagina,,est/swe/lat/ice/den/fin/nor
N9930,Prolapse of vaginal vault after hysterectomy,,est/swe/lat/ice/den/fin/nor
N9940,Postprocedural pelvic peritoneal adhesions,,est/swe/lat/ice/den/fin/nor
N9950,Malfunction of external stoma of urinary tract,,est/swe/lat/ice/den/fin/nor
N9980,Other postprocedural disorders of genitourinary system,,est/swe/lat/ice/den/fin/nor
N9990,"Postprocedural disorder of genitourinary system, unspecified",,est/swe/lat/ice/den/fin/nor
O0000,Abdominal pregnancy,,est/swe/lat/ice/den/fin/nor
O0010,Tubal pregnancy,,est/swe/lat/ice/den/fin/nor
O0020,Ovarian pregnancy,,est/swe/lat/ice/den/fin/nor
O0080,Other ectopic pregnancy,,est/swe/lat/ice/den/fin/nor
O0090,"Ectopic pregnancy, unspecified",,est/swe/lat/ice/den/fin/nor
O0100,Classical hydatidiform mole,,est/swe/lat/ice/den/fin/nor
O0110,Incomplete and partial hydatidiform mole,,est/swe/lat/ice/den/fin/nor
O0190,"Hydatidiform mole, unspecified",,est/swe/lat/ice/den/fin/nor
