vartype,varval,varval_text_comb,code_plus,d_code_plus,text_plus,d_text_plus,nat_ver
COMPLEX,08C19,Fracture of cervical vertebra,M809F,,"Unspecified osteoporosis with pathological fracture, pelvis and upper leg",,nor
COMPLEX,08C19,Fracture of cervical vertebra,M809G,,"Unspecified osteoporosis with pathological fracture, knee and leg",,nor
COMPLEX,08C19,Fracture of cervical vertebra,M809H,,"Unspecified osteoporosis with pathological fracture, ankle and foot",,nor
COMPLEX,08C19,Fracture of cervical vertebra,M8430,,"Stress fracture, not elsewhere classified",,est/swe/lat/ice/den/fin/nor
COMPLEX,08C19,Fracture of cervical vertebra,M843B,,"Stress fracture, shoulder or humerus",,swe/nor
COMPLEX,08C19,Fracture of cervical vertebra,M843C,,"Stress fracture, elbow or lower arm",,swe
COMPLEX,08C19,Fracture of cervical vertebra,M843D,,"Stress fracture, wrist or hand",,swe/nor
COMPLEX,08C19,Fracture of cervical vertebra,M843E,,"Stress fracture, pelvis",,swe
COMPLEX,08C19,Fracture of cervical vertebra,M843F,,"Stress fracture, hip or femur",,swe/nor
COMPLEX,08C19,Fracture of cervical vertebra,M843G,,"Stress fracture, knee and leg",,swe/nor
COMPLEX,08C19,Fracture of cervical vertebra,M843H,,"Stress fracture, ankle or foot",,swe/nor
COMPLEX,08C19,Fracture of cervical vertebra,M8440,,"Pathological fracture, not elsewhere classified",,est/swe/lat/ice/den/fin/nor
COMPLEX,08C19,Fracture of cervical vertebra,M844B,,"Pathological fracture, not elsewhere classified, shoulder",,nor
COMPLEX,08C19,Fracture of cervical vertebra,M844C,,"Pathological fracture, not elsewhere classified, elbow",,nor
COMPLEX,08C19,Fracture of cervical vertebra,M844D,,"Pathological fracture, not elsewhere classified, lower arm, wrist and hand",,nor
COMPLEX,08C19,Fracture of cervical vertebra,M844F,,"Pathological fracture, not elsewhere classified, pelvis and upper leg",,nor
COMPLEX,08C19,Fracture of cervical vertebra,M844G,,"Pathological fracture, not elsewhere classified, knee and leg",,nor
COMPLEX,08C19,Fracture of cervical vertebra,M844H,,"Pathological fracture, not elsewhere classified, ankle and foot",,nor
COMPLEX,08C19,Fracture of cervical vertebra,M9070,,Fracture of bone in neoplastic disease (C00–D48+),,est/swe/lat/ice/den/fin/nor
COMPLEX,08C19,Fracture of cervical vertebra,M907B,,"Fracture of bone in neoplastic disease, shoulder and upper arm",,swe/nor
COMPLEX,08C19,Fracture of cervical vertebra,M907C,,"Fracture of bone in neoplastic disease, elbow or lower arm",,swe/nor
COMPLEX,08C19,Fracture of cervical vertebra,M907D,,"Fracture of bone in neoplastic disease, wrist or hand",,swe/nor
COMPLEX,08C19,Fracture of cervical vertebra,M907E,,"Fracture of bone in neoplastic disease, pelvis",,swe
COMPLEX,08C19,Fracture of cervical vertebra,M907F,,"Fracture of bone in neoplastic disease, hip or femur",,swe/nor
COMPLEX,08C19,Fracture of cervical vertebra,M907G,,"Fracture of bone in neoplastic disease, knee and leg",,swe/nor
COMPLEX,08C19,Fracture of cervical vertebra,M907H,,"Fracture of bone in neoplastic disease, ankle or foot",,swe/nor
COMPLEX,08C19,Fracture of cervical vertebra,S1200,,Fracture of first cervical vertebra,,est/swe/lat/ice/den/fin/nor
COMPLEX,08C19,Fracture of cervical vertebra,S120A,,"Fracture of first cervical vertebra, open",,swe
COMPLEX,08C19,Fracture of cervical vertebra,S1210,,Fracture of second cervical vertebra,,est/swe/lat/ice/den/fin/nor
COMPLEX,08C19,Fracture of cervical vertebra,S121A,,"Fracture of second cervical vertebra, open",,swe
COMPLEX,08C19,Fracture of cervical vertebra,S1220,,Fracture of other specified cervical vertebra,,est/swe/lat/ice/den/fin/nor
COMPLEX,08C19,Fracture of cervical vertebra,S122A,,"Fracture of other specified cervical vertebra, open",,swe
COMPLEX,08C19,Fracture of cervical vertebra,S1270,,Multiple fractures of cervical spine,,est/swe/lat/ice/den/fin/nor
COMPLEX,08C19,Fracture of cervical vertebra,S127A,,"Multiple fractures of cervical spine, open",,swe
COMPLEX,08C19,Fracture of cervical vertebra,S1290,,"Fracture of neck, part unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,08C19,Fracture of cervical vertebra,S129A,,"Fracture of neck, part unspecified, open",,swe
COMPLEX,08C19,Fracture of cervical vertebra,S1310,,Dislocation of cervical vertebra,,est/swe/lat/ice/den/fin/nor
COMPLEX,08C19,Fracture of cervical vertebra,S1320,,Dislocation of other and unspecified parts of neck,,est/swe/lat/ice/den/fin/nor
COMPLEX,08C19,Fracture of cervical vertebra,S1330,,Multiple dislocations of neck,,est/swe/lat/ice/den/fin/nor
COMPLEX,08C19,Fracture of cervical vertebra,S1340,,Sprain and strain of cervical spine,,est/swe/lat/ice/den/fin/nor
COMPLEX,08C19,Fracture of cervical vertebra,S1360,,Sprain and strain of joints and ligaments of other and unspecified parts of neck,,est/swe/lat/ice/den/fin/nor
COMPLEX,08C19,Fracture of cervical vertebra,S1410,,Other and unspecified injuries of cervical spinal cord,,est/swe/lat/ice/den/fin/nor
COMPLEX,08C19,Fracture of cervical vertebra,S1800,,Traumatic amputation at neck level,,est/swe/lat/ice/den/fin/nor
COMPLEX,08C19,Fracture of cervical vertebra,S2980,,Other specified injuries of thorax,,est/swe/lat/ice/den/fin/nor
COMPLEX,08C19,Fracture of cervical vertebra,S2990,,Unspecified injury of thorax,,est/swe/lat/ice/den/fin/nor
COMPLEX,08C19,Fracture of cervical vertebra,S3900,,"Injury of muscle and tendon of abdomen, lower back and pelvis",,est/swe/lat/ice/den/fin/nor
COMPLEX,08C19,Fracture of cervical vertebra,S3970,,"Other multiple injuries of abdomen, lower back and pelvis",,est/swe/lat/ice/den/fin/nor
COMPLEX,08C19,Fracture of cervical vertebra,S3980,,"Other specified injuries of abdomen, lower back and pelvis",,est/swe/lat/ice/den/fin/nor
COMPLEX,08C19,Fracture of cervical vertebra,S3990,,"Unspecified injury of abdomen, lower back and pelvis",,est/swe/lat/ice/den/fin/nor
COMPLEX,08C19,Fracture of cervical vertebra,T0100,,Open wounds involving head with neck,,est/swe/lat/ice/den/fin/nor
COMPLEX,08C19,Fracture of cervical vertebra,T0190,,"Multiple open wounds, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,08C19,Fracture of cervical vertebra,T0200,,Fractures involving head with neck,,est/swe/lat/ice/den/fin/nor
COMPLEX,08C19,Fracture of cervical vertebra,T0300,,"Dislocations, sprains and strains involving head with neck",,est/swe/lat/ice/den/fin/nor
COMPLEX,08C19,Fracture of cervical vertebra,T0390,,"Multiple dislocations, sprains and strains, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,08C19,Fracture of cervical vertebra,T0480,,Crushing injuries involving other combinations of body regions,,est/swe/lat/ice/den/fin/nor
COMPLEX,08C19,Fracture of cervical vertebra,T0490,,"Multiple crushing injuries, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,08C19,Fracture of cervical vertebra,T0800,,"Fracture of spine, level unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,08C19,Fracture of cervical vertebra,T0920,,"Dislocation, sprain and strain of unspecified joint and ligament of trunk",,est/swe/lat/ice/den/fin/nor
COMPLEX,08C19,Fracture of cervical vertebra,T0930,,"Injury of spinal cord, level unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,08C19,Fracture of cervical vertebra,T0950,,Injury of unspecified muscle and tendon of trunk,,est/swe/lat/ice/den/fin/nor
COMPLEX,08C19,Fracture of cervical vertebra,T0980,,"Other specified injuries of trunk, level unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,08C19,Fracture of cervical vertebra,T0990,,"Unspecified injury of trunk, level unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,08C19,Fracture of cervical vertebra,T1430,,"Dislocation, sprain and strain of unspecified body region",,est/swe/lat/ice/den/fin/nor
COMPLEX,08C19,Fracture of cervical vertebra,T1480,,Other injuries of unspecified body region,,est/swe/lat/ice/den/fin/nor
COMPLEX,08C19,Fracture of cervical vertebra,T1490,,"Injury, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,08C19,Fracture of cervical vertebra,T7980,,Other early complications of trauma,,est/swe/lat/ice/den/fin/nor
COMPLEX,08C19,Fracture of cervical vertebra,T7990,,Unspecified early complication of trauma,,est/swe/lat/ice/den/fin/nor
COMPLEX,08C19,Fracture of cervical vertebra,T9110,,Sequelae of fracture of spine,,est/swe/lat/ice/den/fin/nor
COMPLEX,08C20,Fracture of other vertebra,M4840,,Fatigue fracture of vertebra,,est/swe/lat/ice/den/fin/nor
COMPLEX,08C20,Fracture of other vertebra,M484A,,"Fatigue fracture of vertebra, neck",,swe
COMPLEX,08C20,Fracture of other vertebra,M484J,,"Fatigue fracture of vertebra, thoracal",,swe
COMPLEX,08C20,Fracture of other vertebra,M484K,,"Fatigue fracture of vertebra, lumbal",,swe
COMPLEX,08C20,Fracture of other vertebra,M4850,,"Collapsed vertebra, not elsewhere classified",,est/swe/lat/ice/den/fin/nor
COMPLEX,08C20,Fracture of other vertebra,M4950,,Collapsed vertebra in diseases classified elsewhere,,est/swe/lat/ice/den/fin/nor
COMPLEX,08C20,Fracture of other vertebra,M8000,,Postmenopausal osteoporosis with pathological fracture,,est/swe/lat/ice/den/fin/nor
COMPLEX,08C20,Fracture of other vertebra,M800A,,"Postmenopausal osteoporosis with pathological fracture, neck",,swe
COMPLEX,08C20,Fracture of other vertebra,M800B,,"Postmenopausal osteoporosis with pathological fracture, shoulder and humerus",,swe/nor
COMPLEX,08C20,Fracture of other vertebra,M800C,,"Postmenopausal osteoporosis with pathological fracture, elbow and lower arm",,swe
COMPLEX,08C20,Fracture of other vertebra,M800D,,"Postmenopausal osteoporosis with pathological fracture, lower arm, wrist and hand",,nor
COMPLEX,08C20,Fracture of other vertebra,M800E,,"Postmenopausal osteoporosis with pathological fracture, pelvis",,swe
COMPLEX,08C20,Fracture of other vertebra,M800F,,"Postmenopausal osteoporosis with pathological fracture, hip or femur",,swe/nor
COMPLEX,08C20,Fracture of other vertebra,M800G,,"Postmenopausal osteoporosis with pathological fracture, knee or leg",,swe/nor
COMPLEX,08C20,Fracture of other vertebra,M800H,,"Postmenopausal osteoporosis with pathological fracture, ankle or foot",,swe/nor
COMPLEX,08C20,Fracture of other vertebra,M800J,,"Postmenopausal osteoporosis with pathological fracture, thoracal spine",,swe
COMPLEX,08C20,Fracture of other vertebra,M800K,,"Postmenopausal osteoporosis with pathological fracture, lumbar spine",,swe
COMPLEX,08C20,Fracture of other vertebra,M8010,,Postoophorectomy osteoporosis with pathological fracture,,est/swe/lat/ice/den/fin/nor
COMPLEX,08C20,Fracture of other vertebra,M801B,,"Postoophorectomy osteoporosis with pathological fracture, shoulder",,nor
COMPLEX,08C20,Fracture of other vertebra,M801C,,"Postoophorectomy osteoporosis with pathological fracture, elbow",,nor
COMPLEX,08C20,Fracture of other vertebra,M801D,,"Postoophorectomy osteoporosis with pathological fracture, lower arm, wrist and hand",,nor
COMPLEX,08C20,Fracture of other vertebra,M801F,,"Postoophorectomy osteoporosis with pathological fracture, pelvis and upper leg",,nor
COMPLEX,08C20,Fracture of other vertebra,M801G,,"Postoophorectomy osteoporosis with pathological fracture, knee and leg",,nor
COMPLEX,08C20,Fracture of other vertebra,M801H,,"Postoophorectomy osteoporosis with pathological fracture, ankle and foot",,nor
COMPLEX,08C20,Fracture of other vertebra,M8020,,Osteoporosis of disuse with pathological fracture,,est/swe/lat/ice/den/fin/nor
COMPLEX,08C20,Fracture of other vertebra,M802B,,"Osteoporosis of disuse with pathological fracture, shoulder",,nor
COMPLEX,08C20,Fracture of other vertebra,M802C,,"Osteoporosis of disuse with pathological fracture, elbow",,nor
COMPLEX,08C20,Fracture of other vertebra,M802D,,"Osteoporosis of disuse with pathological fracture, lower arm, wrist and hand",,nor
COMPLEX,08C20,Fracture of other vertebra,M802F,,"Osteoporosis of disuse with pathological fracture, pelvis and upper leg",,nor
COMPLEX,08C20,Fracture of other vertebra,M802G,,"Osteoporosis of disuse with pathological fracture, knee and leg",,nor
COMPLEX,08C20,Fracture of other vertebra,M802H,,"Osteoporosis of disuse with pathological fracture, ankle and foot",,nor
COMPLEX,08C20,Fracture of other vertebra,M8030,,Postsurgical malabsorption osteoporosis with pathological fracture,,est/swe/lat/ice/den/fin/nor
COMPLEX,08C20,Fracture of other vertebra,M803B,,"Postsurgical malabsorption osteoporosis with pathological fracture, shoulder",,nor
COMPLEX,08C20,Fracture of other vertebra,M803C,,"Postsurgical malabsorption osteoporosis with pathological fracture, elbow",,nor
COMPLEX,08C20,Fracture of other vertebra,M803D,,"Postsurgical malabsorption osteoporosis with pathological fracture, lower arm, wrist and hand",,nor
COMPLEX,08C20,Fracture of other vertebra,M803F,,"Postsurgical malabsorption osteoporosis with pathological fracture, pelvis and upper leg",,nor
COMPLEX,08C20,Fracture of other vertebra,M803G,,"Postsurgical malabsorption osteoporosis with pathological fracture, knee and leg",,nor
COMPLEX,08C20,Fracture of other vertebra,M803H,,"Postsurgical malabsorption osteoporosis with pathological fracture, ankle and foot",,nor
COMPLEX,08C20,Fracture of other vertebra,M8040,,Drug-induced osteoporosis with pathological fracture,,est/swe/lat/ice/den/fin/nor
COMPLEX,08C20,Fracture of other vertebra,M804B,,"Drug-induced osteoporosis with pathological fracture, shoulder",,nor
COMPLEX,08C20,Fracture of other vertebra,M804C,,"Drug-induced osteoporosis with pathological fracture, elbow",,nor
COMPLEX,08C20,Fracture of other vertebra,M804D,,"Drug-induced osteoporosis with pathological fracture, lower arm, wrist and hand",,nor
COMPLEX,08C20,Fracture of other vertebra,M804F,,"Drug-induced osteoporosis with pathological fracture, pelvis and upper leg",,nor
COMPLEX,08C20,Fracture of other vertebra,M804G,,"Drug-induced osteoporosis with pathological fracture, knee and leg",,nor
COMPLEX,08C20,Fracture of other vertebra,M804H,,"Drug-induced osteoporosis with pathological fracture, ankle and foot",,nor
COMPLEX,08C20,Fracture of other vertebra,M8050,,Idiopathic osteoporosis with pathological fracture,,est/swe/lat/ice/den/fin/nor
COMPLEX,08C20,Fracture of other vertebra,M805B,,"Idiopathic osteoporosis with pathological fracture, shoulder",,nor
COMPLEX,08C20,Fracture of other vertebra,M805C,,"Idiopathic osteoporosis with pathological fracture, elbow",,nor
COMPLEX,08C20,Fracture of other vertebra,M805D,,"Idiopathic osteoporosis with pathological fracture, lower arm, wrist and hand",,nor
COMPLEX,08C20,Fracture of other vertebra,M805F,,"Idiopathic osteoporosis with pathological fracture, pelvis and upper leg",,nor
COMPLEX,08C20,Fracture of other vertebra,M805G,,"Idiopathic osteoporosis with pathological fracture, knee and leg",,nor
COMPLEX,08C20,Fracture of other vertebra,M805H,,"Idiopathic osteoporosis with pathological fracture, ankle and foot",,nor
COMPLEX,08C20,Fracture of other vertebra,M8080,,Other osteoporosis with pathological fracture,,est/swe/lat/ice/den/fin/nor
COMPLEX,08C20,Fracture of other vertebra,M808B,,"Other osteoporosis with pathological fracture, shoulder",,nor
COMPLEX,08C20,Fracture of other vertebra,M808C,,"Other osteoporosis with pathological fracture, elbow",,nor
COMPLEX,08C20,Fracture of other vertebra,M808D,,"Other osteoporosis with pathological fracture, lower arm, wrist and hand",,nor
COMPLEX,08C20,Fracture of other vertebra,M808F,,"Other osteoporosis with pathological fracture, pelvis and upper leg",,nor
COMPLEX,08C20,Fracture of other vertebra,M808G,,"Other osteoporosis with pathological fracture, knee and leg",,nor
COMPLEX,08C20,Fracture of other vertebra,M808H,,"Other osteoporosis with pathological fracture, ankle and foot",,nor
COMPLEX,08C20,Fracture of other vertebra,M8090,,Unspecified osteoporosis with pathological fracture,,est/swe/lat/ice/den/fin/nor
COMPLEX,08C20,Fracture of other vertebra,M809B,,"Unspecified osteoporosis with pathological fracture, shoulder",,nor
COMPLEX,08C20,Fracture of other vertebra,M809C,,"Unspecified osteoporosis with pathological fracture, elbow and upper arm",,nor
COMPLEX,08C20,Fracture of other vertebra,M809D,,"Unspecified osteoporosis with pathological fracture, lower arm, wrist and hand",,nor
COMPLEX,08C20,Fracture of other vertebra,M809F,,"Unspecified osteoporosis with pathological fracture, pelvis and upper leg",,nor
COMPLEX,08C20,Fracture of other vertebra,M809G,,"Unspecified osteoporosis with pathological fracture, knee and leg",,nor
COMPLEX,08C20,Fracture of other vertebra,M809H,,"Unspecified osteoporosis with pathological fracture, ankle and foot",,nor
COMPLEX,08C20,Fracture of other vertebra,M8430,,"Stress fracture, not elsewhere classified",,est/swe/lat/ice/den/fin/nor
COMPLEX,08C20,Fracture of other vertebra,M843B,,"Stress fracture, shoulder or humerus",,swe/nor
COMPLEX,08C20,Fracture of other vertebra,M843C,,"Stress fracture, elbow or lower arm",,swe
COMPLEX,08C20,Fracture of other vertebra,M843D,,"Stress fracture, wrist or hand",,swe/nor
COMPLEX,08C20,Fracture of other vertebra,M843E,,"Stress fracture, pelvis",,swe
COMPLEX,08C20,Fracture of other vertebra,M843F,,"Stress fracture, hip or femur",,swe/nor
COMPLEX,08C20,Fracture of other vertebra,M843G,,"Stress fracture, knee and leg",,swe/nor
COMPLEX,08C20,Fracture of other vertebra,M843H,,"Stress fracture, ankle or foot",,swe/nor
COMPLEX,08C20,Fracture of other vertebra,M8440,,"Pathological fracture, not elsewhere classified",,est/swe/lat/ice/den/fin/nor
COMPLEX,08C20,Fracture of other vertebra,M844B,,"Pathological fracture, not elsewhere classified, shoulder",,nor
COMPLEX,08C20,Fracture of other vertebra,M844C,,"Pathological fracture, not elsewhere classified, elbow",,nor
COMPLEX,08C20,Fracture of other vertebra,M844D,,"Pathological fracture, not elsewhere classified, lower arm, wrist and hand",,nor
COMPLEX,08C20,Fracture of other vertebra,M844F,,"Pathological fracture, not elsewhere classified, pelvis and upper leg",,nor
COMPLEX,08C20,Fracture of other vertebra,M844G,,"Pathological fracture, not elsewhere classified, knee and leg",,nor
COMPLEX,08C20,Fracture of other vertebra,M844H,,"Pathological fracture, not elsewhere classified, ankle and foot",,nor
COMPLEX,08C20,Fracture of other vertebra,M9070,,Fracture of bone in neoplastic disease (C00–D48+),,est/swe/lat/ice/den/fin/nor
COMPLEX,08C20,Fracture of other vertebra,M907B,,"Fracture of bone in neoplastic disease, shoulder and upper arm",,swe/nor
COMPLEX,08C20,Fracture of other vertebra,M907C,,"Fracture of bone in neoplastic disease, elbow or lower arm",,swe/nor
COMPLEX,08C20,Fracture of other vertebra,M907D,,"Fracture of bone in neoplastic disease, wrist or hand",,swe/nor
COMPLEX,08C20,Fracture of other vertebra,M907E,,"Fracture of bone in neoplastic disease, pelvis",,swe
COMPLEX,08C20,Fracture of other vertebra,M907F,,"Fracture of bone in neoplastic disease, hip or femur",,swe/nor
COMPLEX,08C20,Fracture of other vertebra,M907G,,"Fracture of bone in neoplastic disease, knee and leg",,swe/nor
COMPLEX,08C20,Fracture of other vertebra,M907H,,"Fracture of bone in neoplastic disease, ankle or foot",,swe/nor
COMPLEX,08C20,Fracture of other vertebra,S2200,,Fracture of thoracic vertebra,,est/swe/lat/ice/den/fin/nor
COMPLEX,08C20,Fracture of other vertebra,S2210,,Multiple fractures of thoracic spine,,est/swe/lat/ice/den/fin/nor
COMPLEX,08C20,Fracture of other vertebra,S2310,,Dislocation of thoracic vertebra,,est/swe/lat/ice/den/fin/nor
COMPLEX,08C20,Fracture of other vertebra,S2320,,Dislocation of other and unspecified parts of thorax,,est/swe/lat/ice/den/fin/nor
COMPLEX,08C20,Fracture of other vertebra,S2900,,Injury of muscle and tendon at thorax level,,est/swe/lat/ice/den/fin/nor
COMPLEX,08C20,Fracture of other vertebra,S2980,,Other specified injuries of thorax,,est/swe/lat/ice/den/fin/nor
