drg_nat,drg_text_nat,drg_text_short_nat,drg_comb,drg_text_comb,drg_text_short_comb,mdc,country
400,Lymfooman tai leukemian vaativa operatiivinen hoito,Lymfooman/leukemian vaat oper hoito,400X,Lymphoma and leukemia w major OR procedure,Lymphoma and leukemia w major OR procedure,17,fin
401,"Lymfooman tai kroonisen leukemian operatiivinen hoito, komplisoitunut","Lymfooman/kroon leuk oper hoito,K",401X,"Lymphoma and non-acute leukemia with other OR procedure, w CC","Lymphoma and non-acute leukemia with other OR procedure, w CC",17,fin
402,"Lymfooman tai kroonisen leukemian operatiivinen hoito, ei komplisoitunut","Lymfooman/kroon leuk oper hoito,ei K",402X,"Lymphoma and non-acute leukemia with other OR procedure, w/o CC","Lymphoma and non-acute leukemia with other OR procedure, w/o CC",17,fin
402O,"Lymfooman tai kroonisen leukemian operatiivinen hoito, lyhyt hoito","Lymfooman/kroon leuk oper hoito,lyhyt hoito",402O,"Lymphoma and non-acute leukemia with OR procedures, short therapy","Lymphoma and non-acute leukemia with OR procedures, short therapy",17,fin
403,"Lymfooma tai krooninen leukemia, komplisoitunut","Lymfooma/krooninen leukemia,kompl",403X,"Lymphoma and non-acute leukemia, w CC","Lymphoma and non-acute leukemia, w CC",17,fin
404A,"Lymfooma tai krooninen leukemia, ei komplisoitunut, sädehoito","Lymf/kroon leuk, ei kompl, sädeh",404A,"Lymphoma and non-acute leukemia w/o CC, radationtherapy","Lymphoma and non-acute leukemia w/o CC, radationtherapy",17,fin
404B,"Lymfooma tai krooninen leukemia, ei komplisoitunut, isotooppihoito","Lymf/kroon leuk, ei kompl, isot.h",404B,"Lymphoma and non-acute leukemia w/o CC, isotope therapy","Lymphoma and non-acute leukemia w/o CC, isotope therapy",17,fin
404C,"Lymfooma tai krooninen leukemia, ei komplisoitunut, sytostaattihoito","Lymf/kroon leuk, ei kompl, sytosth",404C,"Lymphoma and non-acute leukemia w/o CC, cytostatic therapy","Lymphoma and non-acute leukemia w/o CC, cytostatic therapy",17,fin
404F,"Lymfooma tai krooninen leukemia, ei komplisoitunut","Lymf/kroon leuk, ei komp",404F,"Lymphoma and non-acute leukemia, w/o CC","Lymphoma and non-acute leukemia, w/o CC",17,fin
405,"Akuutin leukemian konservatiivinen hoito, lapsi","Akuutin leuk kons hoito,lapsi",405X,"Acute leukaemia without major OR procedure, age 0-17","Acute leukaemia w/o major OR procedure, age 0-17",17,fin
406,"Pahanlaatuisen sairauden tai erilaistumattoman kasvaimen hoito vaativalla leikkauksella, komplisoitunut","Myelopr sair/eril kasv hoito vaat tp,K",406X,"Myeloprolif disord or poorly diff neopl w major OR procedures and, w CC",Myeloprolif disord or poorly diff neopl w major OR proced,17,fin
407,"Pahanlaatuisen sairauden tai erilaistumattoman kasvaimen hoito vaativalla leikkauksella, ei komplisoitunut","Myelopr sair/eril kasv hoito vaat tp,ei K",407X,"Myeloprolif disord or poorly diff neopl w major OR proc but, w/o CC",Myeloprolif disord or poorly diff neopl w major OR proc b,17,fin
407O,"Pahanlaatuisen sairauden tai erilaistumattoman kasvaimen hoito vaativalla leikkauksella, lyhyt hoito","Myelopr sair/eril kasv hoito vaat tp, lyhyt h",407O,"Myeloproliferative diseases and unspecified neoplasms with major OR procedure, short therapy","Myeloproliferative diseases and unspecified neoplasms with major OR procedure, short therapy",17,fin
408,Pahanlaatuisen sairauden tai erilaistumattoman kasvaimen hoito muulla leikkauksella,Myelop sair/eril kasv hoito muulla leikk,408X,Myeloprolif disord or poorly diff neopl w other OR proc,Myeloprolif disord or poorly diff neopl w other OR proc,17,fin
408O,"Pahanlaatuisen sairauden tai erilaistumattoman kasvaimen hoito muulla leikkauksella, lyhyt hoito","Myelop sair/eril kasv hoito muulla leikk,lyhy",408O,"Myeloproliferative diseases and unspecified neoplasms with other OR procedure in general anaesthesia, short therapy","Myeloproliferative diseases and unspecified neoplasms with other OR procedure in general anaesthesia, short therapy",17,fin
409,Sädehoito,Sädehoito,409X,Radiotherapy,Radiotherapy,17,fin
409O,"Sädehoito, lyhyt hoitojakso","Sädehoito, lyhyt hoitojakso",409O,"Radiotherapy, short therapy","Radiotherapy, short therapy",17,fin
410,"Kemoterapia, sivudiagnoosina muu kuin akuutti leukemia","Kemoterapia, ei akuuttia leukemiaa",410X,Chemotherapy without acute leukaemia as secondary diagnosis,Chemotherapy w/o acute leukaemia as secondary diagnosis,17,fin
410O,"Kemoterapia, ei akuuttia leukemiaa, lyhyt hoito","Kemoterapia, ei akuuttia leukemiaa, lyhyt hoi",410O,"Chemotherapy without acute leukaemia as secondary diagnosis, short therapy","Chemotherapy without acute leukaemia as secondary diagnosis, short therapy",17,fin
411N,Maligniteetin seuranta,Maligniteetin seuranta,411N,"History of malignancy without endoscopy, w/o CC","History of malignancy without endoscopy, w/o CC",17,fin
413,"Muu myeloproliferatiivinen sairaus tai huonosti erilaistunut kasvain, komplisoitunut","Muu myeloproliferatiivinen sairaus tai huonosti erilaistunut kasvain, komplisoitunut",413X,"Other myeloprolif dis of poorly diff neopl diag, w CC","Other myeloprolif dis of poorly diff neopl diag, w CC",17,fin
414,"Muu myeloproliferatiivinen sairaus tai huonosti erilaistunut kasvain, ei komplisoitunut","Muu myeloproliferatiivinen sairaus tai huonosti erilaistunut kasvain, ei komplisoitunut",414X,"Myeloproliferative diseases and unspecified neoplasms, w/o CC","Myeloproliferative diseases and unspecified neoplasms, w/o CC",17,fin
415C,"Infektiosairauden operatiivinen hoito, komplisoitunut","Infektiosairauden operatiivinen hoito, kompl",415C,"Procedure for infectious and parasitic diseases, w CC","Procedure for infectious and parasitic diseases, w CC",18,fin
415M,"Infektiosairauden operatiivinen hoito, erittäin komplisoitunut","Infektiosairauden operatiivinen hoito, erittäin kompl",415M,"Procedure for infectious and parasitic diseases, w MCC","Procedure for infectious and parasitic diseases, w MCC",18,fin
415N,"Infektiosairauden operatiivinen hoito, ei komplisoitunut","Infektiosairauden operatiivinen hoito, ei kompl",415N,"Procedures for infectious and parasitic diseases, w/o CC","Procedures for infectious and parasitic diseases, w/o CC",18,fin
415O,Infektiosairauden operatiivinen lyhytkestoinen hoito,Infektiosairauden operatiivinen lyhyt hoito,415O,"Procedures for infectious and parasitic diseases, short therapy","Procedures for infectious and parasitic diseases, short therapy",18,fin
416N,"Sepsis, aikuinen","Sepsis, aikuinen",416N,"Septicemia, age >17, w/o CC","Septicemia, age >17, w/o CC",18,fin
417N,"Sepsis, lapsi","Sepsis, lapsi",417N,"Septicemia, age 0-17, w/o CC","Septicemia, age 0-17, w/o CC",18,fin
418,Postoperatiivinen tai posttraumaattinen infektio,Postoperatiivinen/posttraumaattinen inf,418X,Postoperative and post-traumatic infections,Postoperative and post-traumatic infections,18,fin
419,"Kuume, syy tuntematon, aikuinen, komplisoitunut","Kuume,syy tuntematon,aik,kompl",419X,"Fever of unknown origin age >17, w CC","Fever of unknown origin age >17, w CC",18,fin
420,"Kuume, syy tuntematon, aikuinen, ei komplisoitunut","Kuume,syy tuntematon,aik,ei kompl",420X,"Fever of unknown origin age >17, w/o CC","Fever of unknown origin age >17, w/o CC",18,fin
421,"Virussairaus, aikuinen","Virussairaus,aikuinen",421X,"Viral illness, age >17","Viral illness, age >17",18,fin
422,"Virussairaus tai tuntemattomasta syystä aiheutuva kuume, lapsi","Virussair/tunt syystä aih kuume,lapsi",422X,Viral illness and fever of unknown origin age 0-17,Viral illness and fever of unknown origin age 0-17,18,fin
423,Muu infektiosairaus,Muu infektiosairaus,423X,Other infectious and parasitic diseases diagnoses,Other infectious and parasitic diseases diagnoses,18,fin
424N,Psyykkisen sairauden hoito leikkaustoimenpiteellä,Psyykkisen sairauden hoito leikkaustoimenpiteellä,424N,OR procedures with principal diagnos of mental illness or abuse,OR procedures with principal diagnos of mental illness or abuse,19,fin
424O,"Psyykkisen sairauden hoito leikkaustoimenpiteellä, lyhyt hoito","Psyykkisen sairauden hoito leikkaustoimenpiteellä, lyh h",424O,"OR procedure with principal diagnosis of mental illness, short therapy","OR procedure with principal diagnosis of mental illness, short therapy",19,fin
432A,Syömishäiriöt,Syömishäiriöt,432A,Eating disorders,Eating disorders,19,fin
432N,Psykiatrinen pitkäaikaishoito,Psykiatrinen pitkäaikaishoito,432N,Psychiatric longterm care,Psychiatric longterm care,19,fin
432O,"Syömishäiriöt, lyhyt hoito","Syömishäiriöt, lyh h",432O,"Eating disorders, short therapy","Eating disorders, short therapy",19,fin
439,Ihonsiirto vamman hoitamiseksi,Ihonsiirto vamman hoitamiseksi,439X,Skin grafts for injuries,Skin grafts for injuries,21,fin
439O,"Ihonsiirto vamman hoitamiseksi, lyhyt hoito","Ihonsiirto vamman hoitamiseksi, lyhyt hoito",439O,"Skin grafts for injuries, short therapy","Skin grafts for injuries, short therapy",21,fin
441,Käden leikkaus vamman takia,Käden leikkaus vamman takia,441X,Hand procedures for injuries,Hand procedures for injuries,21,fin
441O,"Käden leikkaus vamman takia, lyhyt hoito","Käden leikkaus vamman takia, lyhyt hoito",441O,"Hand procedures for injuries, short therapy","Hand procedures for injuries, short therapy",21,fin
442,"Muu vamman takia tehty toimenpide, komplisoitunut","Muu vamman takia tehty toimenpide, komplisoitunut",442X,"Other OR procedures for injuries, w CC","Other OR procedures for injuries, w CC",21,fin
442O,"Hoitokomplikaatio ja leikkaus, lyhyt hoito","Hoitokomplikaatio ja leikkaus, lyhyt hoito",442O,"Other major OR procedures after injuries, short therapy","Other major OR procedures after injuries, short therapy",21,fin
443,"Muu vamman takia tehty toimenpide, ei komplisoitunut","Muu vamman takia tehty toimenpide, ei komplisoitunut",443X,"Other OR procedures for injuries, w/o CC","Other OR procedures for injuries, w/o CC",21,fin
443O,"Muu vamman takia tehty toimenpide, lyhyt hoito","Muu vamman takia tehty toimenpide, lyhyt hoito",443O,"Other major OR procedures in general anaesthesia for injuries, short therapy","Other major OR procedures in general anaesthesia for injuries, short therapy",21,fin
444,"Vamma, aikuinen, komplisoitunut","Vamma,aikuinen,komplisoitunut",444X,"Traumatic injury, age >17 w CC","Traumatic injury, age >17 w CC",21,fin
445,"Vamma, aikuinen, ei komplisoitunut","Vamma,aikuinen,ei komplisoitunut",445X,"Traumatic injury, age >17 w/o CC","Traumatic injury, age >17 w/o CC",21,fin
446,"Vamma, lapsi","Vamma,lapsi",446X,"Traumatic injury, age 0-17","Traumatic injury, age 0-17",21,fin
447,"Allerginen reaktio, aikuinen","Allerginen reaktio,aikuinen",447X,"Allergic reactions, age >17","Allergic reactions, age >17",21,fin
448,"Allerginen reaktio, lapsi","Allerginen reaktio,lapsi",448X,"Allergic reactions, age 0-17","Allergic reactions, age 0-17",21,fin
449,"Myrkytys tai lääkkeen toksinen haittavaikutus, aikuinen, komplisoitunut","Myrk/lääk toks haittav,aik,kompl.",449X,"Poisoning and toxic effects of drugs, age >17, w CC","Poisoning and toxic effects of drugs, age >17, w CC",21,fin
450,"Myrkytys tai lääkkeen toksinen haittavaikutus, aikuinen, ei komplisoitunut","Myrk/lääk toks haittav,aik,ei kompl",450X,"Poisoning and toxic effects of drugs, age >17, w/o CC","Poisoning and toxic effects of drugs, age >17, w/o CC",21,fin
451,"Myrkytys tai lääkkeen toksinen haittavaikutus, lapsi","Myrk tai lääk toksinen haittav,lapsi",451X,"Poisoning and toxic effects of drugs, age 0-17","Poisoning and toxic effects of drugs, age 0-17",21,fin
452A,"Hoitokomplikaatio ja leikkaus, komplisoitunut","Hoitokomplikaatio ja leikkaus, komplisoitunut",452A,"Complications of treatment w surgery, w CC","Complications of treatment w surgery, w CC",21,fin
452B,"Hoitokomplikaatio, ei leikkausta, komplisoitunut","Hoitokomplikaatio, ei leikkausta, komplisoitunut",452B,"Complications of treatment w/o surgery, w CC","Complications of treatment w/o surgery, w CC",21,fin
453A,"Hoitokomplikaatio ja leikkaus, ei komplisoitunut","Hoitokomplikaatio ja leikkaus, ei komplisoitunut",453A,"Complications of treatment w surgery, w/o CC","Complications of treatment w surgery, w/o CC",21,fin
453B,"Hoitokomplikaatio , ei leikkausta, ei komplisoitunut","Hoitokomplikaatio , ei leikkausta, ei komplisoitunut",453B,"Complications of treatment w/o surgery, w/o CC","Complications of treatment w/o surgery, w/o CC",21,fin
454,"Vamma, myrkytys tai lääkkeen haittavaikutus, komplisoitunut","Vamma,myrk/lääk haittav,kompl",454X,"Other injury, poisoning and toxic effect diag w CC","Other injury, poisoning and toxic effect diag w CC",21,fin
455,"Vamma, myrkytys tai lääkkeen haittavaikutus, ei komplisoitunut","Vamma,myrk/lääk haittav,ei kompl",455X,"Other diseases after injuries, poisonings and toxic effects, w/o CC","Other diseases after injuries, poisonings and toxic effects, w/o CC",21,fin
457,"Palovamma, laaja, ei ihonsiirtoa","Palovamma,laaja,ei ihonsiirtoa",457X,Extensive burns without OR procedure,Extensive burns without OR procedure,22,fin
458A,"Palovamma, ihonsiirto, yleisanestesia","Palovamma, ihonsiirto, yleisanestesia",458A,Non-extensive burns with skin graft with general anesthesia,Non-extensive burns with skin graft with general anesthesia,22,fin
458B,"Palovamma, ihonsiirto, ei yleisanestesiaa","Palovamma, ihonsiirto, ei yleisanestesiaa",458B,Non-extensive burns with skin graft without general anesthesia,Non-extensive burns with skin graft without general anesthes,22,fin
458O,"Palovamma, suppea, ihonsiirto, lyhyt hoito","Palovamma, suppea, ihonsiirto, lyhyt hoito",458O,"Non-extensive burns with skin graft, short therapy","Non-extensive burns with skin graft, short therapy",22,fin
459,"Palovamma, suppea, haavan hoito tai muu leikkaussalitoimenpide, lyhyt hoitojakso","Palovamma,suppea,revisio&ihonsiirto",459X,Non-extensive burns with wound debridement or other OR procedures,Non-extensive burns with wound debridement or other OR procedures,22,fin
459O,"Palovamma, haavan hoito tai muu leikkaussalitoimenpide, lyhyt hoitojakso","Palovamma, suppea, revis ja ihonsiir, lyh hoi",459O,"Burns with wound debridement or other OR procedures, short therapy","Burns with wound debridement or other OR procedures, short therapy",22,fin
460,"Palovamma, suppea, ei toimenpiteitä","Palovamma,suppea,ei toimenpiteitä",460X,Non-extensive burns without OR procedure,Non-extensive burns without OR procedure,22,fin
461,Muuhun terveyspalvelujen käyttöön liittyvä leikkaus,Muuhun terveyspalvelujen käyttöön liittyvä leikkaus,461X,OR procedure with diagnoses of other contact with health services,OR procedure with diagnoses of other contact with health services,23,fin
461O,"Muuhun terveyspalvelujen käyttöön liittyvä leikkaus, lyhyt hoito","Muuhun terveyspalvelujen käyttöön liittyvä leikkaus, lyhyt hoito",461O,"Other contacts with health services for other diagnoses, with OR procedures or general anaesthesia, short therapy","Other contacts with health services for other diagnoses, with OR procedures or general anaesthesia, short therapy",23,fin
462O,"Kuntoutus, lyhyt hoitojakso","Kuntoutus, lyhyt hoitojakso",462O,"Rehabilitation, short therapy","Rehabilitation, short therapy",23,fin
463,"Epämääräinen oire, diagnoosi määrittämättä, komplisoitunut","Epämäär oire,dg määrittämättä,kompl",463X,"Signs and symptoms, w CC","Signs and symptoms, w CC",23,fin
464,"Epämääräinen oire, diagnoosi määrittämättä, ei komplisoitunut","Epämäär oire,dg määrittämättä,ei K",464X,"Signs and symptoms, w/o CC","Signs and symptoms, w/o CC",23,fin
465,Pahanlaatuisen sairauden jälkihoito,Pahanlaatuisen sairauden jälkihoito,465X,Aftercare of malignant conditions,Aftercare of malignant conditions,23,fin
466,Hyvänlaatuisen sairauden jälkihoito,Hyvänlaatuisen sairauden jälkihoito,466X,Aftercare of other conditions,Aftercare of other conditions,23,fin
467C,"Muu terveydentilaan vaikuttava tekijä, komplisoitunut","Muu terveydentilaan vaikuttava tekijä, kompl",467C,"Other factors influencing health status, w CC","Other factors influencing health status, w CC",23,fin
467N,"Muu terveydentilaan vaikuttava tekijä, ei komplisoitunut","Muu terveydentilaan vaikuttava tekijä, ei kompl",467N,"Other factors influencing health status, w/o CC","Other factors influencing health status, w/o CC",23,fin
468,"Epätavallinen toimenpiteen ja diagnoosin yhdistelmä, laaja toimenpide","Epätav tp & dg yhd, laaja tp",468X,Rare or incorrect combination of diagnosis and extensive procedure,Extensive rare or wrong comb,99,fin
468O,"Epätavallinen toimenpiteen ja diagnoosin yhdistelmä, laaja toimenpide, lyhyt hoito","Epätav tp & dg yhd, laaja tp, lyhyt hoit",468O,"Rare or incorrect combination of diagnosis and procedure, short therapy","Rare or incorrect combination of diagnosis and procedure, short therapy",99,fin
470B,Potilas liian vanha diagnoosille,Potilas liian vanha diagnoosille,470B,Patient is too old for the diagnosis or the intervention,Patient is too old for the diagnosis or the intervention,99,fin
