ord,id,drg_nat,drg_text_nat,drg_comb,rtc,icd,mdc,dgcat,pdgprop,compl,or_proc,procpro,secpro,dgprop1,dgprop2,dgprop3,dgprop4,agelim,sex,dur,disch,nat_ver
70003006150,400D300615,482,"Henkitorviavanteen vaativa kasvojen, suun tai kaulan sairauden hoito",482X,0,+,,,,,S,00S09,,,,,,,,,,fin/nor
70003008000,400D300800,483,Henkitorviavanteen vaativa tehostettu hoito tai tehohoito,483X,0,+,,,,,S,00S03,,,,,,,,,,den/fin/ice/lat/nor
70003008500,400D300850,483B,Intensiivinen verenkierron tuki,483B,0,+,,,,,S,00S20,,,,,,,,,,fin
70003008600,400D300860,483B,Intensiivinen verenkierron tuki,483B,0,+,,,,,S,00S21,05S02,,,,,,,,,fin
70003008700,400D300870,483B,Intensiivinen verenkierron tuki,483B,0,+,,,,,S,00S21,05S09,,,,,,,,,fin
70003100000,400D310000,550E,"Aivohalvauksen kuntoutus, potilas ei kykene kylpemään",550E,0,+,,,01P10,,N,,,23X20,23F52,,,,,,,den/est/fin/ice/swe
70003101000,400D310100,550D,"Aivohalvauksen kuntoutus, potilas kykenee avustettuna kylpemään, avustettuna peseytymään, ei liikkumaan pyörätuolilla",550D,0,+,,,01P10,,N,,,23X20,23F11,23F72,,,,,,den/est/fin/ice/swe
70003102000,400D310200,550C,"Aivohalvauksen kuntoutus, potilas kykenee avustettuna kylpemään, avustettuna peseytymään, liikkumaan pyörätuolilla avustettuna",550C,0,+,,,01P10,,N,,,23X20,23F11,,,,,,,den/est/fin/ice/swe
70003103000,400D310300,550B,"Aivohalvauksen kuntoutus, potilas kykenee avustettuna kylpemään, peseytymään, ei liikkumaan pyörätuolilla",550B,0,+,,,01P10,,N,,,23X20,23F72,,,,,,,den/est/fin/ice/swe
70003104000,400D310400,550A,"Aivohalvauksen kuntoutus, potilas kykenee kylpemään, peseytymään, liikkumaan pyörätuolilla avustettuna",550A,0,+,,,01P10,,N,,,23X20,,,,,,,,den/est/fin/ice/lat/swe
70003105000,400D310500,551B,"Demyelinisoivan sairauden kuntoutus, potilas ei kykene liikkumaan pyörätuolilla",551B,0,+,,,01P11,,N,,,23X20,23F72,,,,,,,den/est/fin/ice/swe
70003106000,400D310600,551A,"Demyelinisoivan sairauden kuntoutus, potilas kykenee avustettuna liikkumaan pyörätuolilla",551A,0,+,,,01P11,,N,,,23X20,,,,,,,,den/est/fin/ice/lat/swe
70003107000,400D310700,552C,"Selkäytimen ongelman kuntoutus, potilas tarvitsee apua pyörätuolilla liikkuessa, ei kykene syömään",552C,0,+,,,01P12,,N,,,23X20,23F71,23F02,,,,,,den/est/fin/ice/swe
70003108000,400D310800,552B,"Selkäytimen ongelman kuntoutus, potilas tarvitsee apua pyörätuolilla liikkuessa, kykenee avustettuna syömään",552B,0,+,,,01P12,,N,,,23X20,23F71,,,,,,,den/est/fin/ice/swe
70003109000,400D310900,552A,"Selkäytimen ongelman kuntoutus, potilas kykenee liikkumaan pyörätuolilla",552A,0,+,,,01P12,,N,,,23X20,,,,,,,,den/est/fin/ice/lat/swe
70003110000,400D311000,553B,"Aivovamman kuntoutus, potilas tarvitsee apua kylpiessä",553B,0,+,,,01P13,,N,,,23X20,23F51,,,,,,,den/est/fin/ice/swe
70003111000,400D311100,553A,"Aivovamman kuntoutus, potilas kykenee kylpemään",553A,0,+,,,01P13,,N,,,23X20,,,,,,,,den/est/fin/ice/lat/swe
70003112000,400D311200,554B,"Aivokasvaimen kuntoutus, potilas ei kykene liikkumaan pyörätuolilla",554B,0,+,,,01P14,,N,,,23X20,23F72,,,,,,,den/est/fin/ice/swe
70003113000,400D311300,554A,"Aivokasvaimen kuntoutus, potilas kykenee avustettuna liikkumaan pyörtuolilla",554A,0,+,,,01P14,,N,,,23X20,,,,,,,,den/est/fin/ice/lat/swe
70003114000,400D311400,555B,"Muu neurologinen kuntoutus, potilas ei kykene liikkumaan pyörätyolilla.",555B,0,+,,,01P15,,N,,,23X20,23F72,,,,,,,den/est/fin/ice/swe
70003115000,400D311500,555A,"Muu neurologinen kuntoutus, potilas kykenee avustettuna liikkumaan pyörätuolilla",555A,0,+,,,01P15,,N,,,23X20,,,,,,,,den/est/fin/ice/lat/swe
70003116000,400D311600,556B,"Verenkierto- ja hengityselinten kuntoutus, potilas tarvitsee apua pyörätuolilla liikkumisessa",556B,0,+,,,05P10,,N,,,23X20,23F71,,,,,,,den/est/fin/ice/swe
70003117000,400D311700,556A,"Verenkierto- ja hengityselinten kuntoutus, potilas kykenee liikkumaan pyörätuolilla",556A,0,+,,,05P10,,N,,,23X20,,,,,,,,den/est/fin/ice/lat/swe
70003118000,400D311800,557E,"Sidekudossairauden kuntoutus, potilas ei kykene käymään wc:ssä, suolen toiminnan ongelmia",557E,0,+,,,08P10,,N,,,23X20,23F32,23F41,,,,,,den/est/fin/ice/swe
70003119000,400D311900,557D,"Sidekudossairauden kuntoutus, potilas ei kykene käymään wc:ssä, ei suolen toiminnan ongelmia",557D,0,+,,,08P10,,N,,,23X20,23F32,,,,,,,den/est/fin/ice/swe
70003120000,400D312000,557C,"Sidekudossairauden kuntoutus, potilas kykenee avustettuna käymään wc:ssä, suolen toiminnan ongelmia",557C,0,+,,,08P10,,N,,,23X20,23F41,,,,,,,den/est/fin/ice/swe
70003121000,400D312100,557B,"Sidekudossairauden kuntoutus, potilas kykenee avustettuna käymään wc:ssä, ei suolen toiminnan ongelmia, ei liiku pyörätuolilla",557B,0,+,,,08P10,,N,,,23X20,23F72,,,,,,,den/est/fin/ice/swe
70003122000,400D312200,557A,"Sidekudossairauden kuntoutus, potilas kykenee avustettuna käymään wc:ssä, ei suolen toiminnan ongelmia, liikkuu pyörätuolilla avustettuna",557A,0,+,,,08P10,,N,,,23X20,,,,,,,,den/est/fin/ice/lat/swe
70003123000,400D312300,558C,"Muun vamman kuntoutus, potilas ei kykene käymään wc:ssä",558C,0,+,,,21P10,,N,,,23X20,23F32,,,,,,,den/est/fin/ice/swe
70003124000,400D312400,558B,"Muun vamman kuntoutus, potilas kykenee käymään wc:ssä avustettuna, tarvitsee apua kävelyyn",558B,0,+,,,21P10,,N,,,23X20,23F61,,,,,,,den/est/fin/ice/swe
70003125000,400D312500,558A,"Muun vamman kuntoutus, potilas kykenee käymään wc:ssä avustettuna, kävelemään",558A,0,+,,,21P10,,N,,,23X20,,,,,,,,den/est/fin/ice/lat/swe
70003126000,400D312600,559B,"Amputaatio potilaan kuntoutus, ei kykene liikkumaan pyörätuolilla",559B,0,+,,,23P10,,N,,,23X20,23F72,,,,,,,den/est/fin/ice/swe
70003127000,400D312700,559A,"Amputaatiopotilaan kuntoutus, kykenee liikkumaan pyörätuolilla avustettuna",559A,0,+,,,23P10,,N,,,23X20,,,,,,,,den/est/fin/ice/lat/swe
70003128000,400D312800,560E,"Muu kuntoutus, potilas tarvitsee apua käydäkseen wc:ssä ja sosiaaliseen kanssakäymiseen",560E,0,+,,,,,N,,,23X20,23F31,23F91,,,,,,den/est/fin/ice/swe
70003129000,400D312900,560D,"Muu kuntoutus, potilas tarvitsee apua käydäkseen wc:ssä, kykenee sosiaaliseen kanssakäymiseen",560D,0,+,,,,,N,,,23X20,23F31,,,,,,,den/est/fin/ice/swe
70003130000,400D313000,560C,"Muu kuntoutus, potilas kykenee käymään wc:ssä, tarvitsee apua sosiaaliseen kanssakäymiseen",560C,0,+,,,,,N,,,23X20,23F91,,,,,,,den/est/fin/ice/swe
70003131000,400D313100,560B,"Muu kuntoutus, potilas kykenee käymään wc:ssä, sosiaaliseen kanssakäymiseen, ei kävele",560B,0,+,,,,,N,,,23X20,23F62,,,,,,,den/est/fin/ice/swe
70003132000,400D313200,560A,"Muu kuntoutus, potilas kykenee käymään wc:ssä, sosiaaliseen kanssakäymiseen, kävelee avustettuna",560A,0,+,,,,,N,,,23X20,,,,,,,,den/est/fin/ice/lat/swe
70005101110,400D510111,484N,Merkittävän monivamman vuoksi tehty kraniotomia,484N,0,+,,,24P01,,S,21S04,,24X11,24X21,,,,,,,fin
70005101210,400D510121,484N,Merkittävän monivamman vuoksi tehty kraniotomia,484N,0,+,,,24P01,,S,21S04,,24X11,24X22,,,,,,,fin
70005101310,400D510131,484N,Merkittävän monivamman vuoksi tehty kraniotomia,484N,0,+,,,24P01,,S,21S04,,24X11,24X31,,,,,,,fin
70005101410,400D510141,484N,Merkittävän monivamman vuoksi tehty kraniotomia,484N,0,+,,,24P01,,S,21S04,,24X11,24X41,,,,,,,fin
70005101510,400D510151,484N,Merkittävän monivamman vuoksi tehty kraniotomia,484N,0,+,,,24P01,,S,21S04,,24X11,24X61,,,,,,,fin
70005112311,400D5112311,486A,"Monivamma, murtuma selkärangassa ja lannerangan, lantion tai reisiluun murtuman vuoksi tehty toimenpide",486A,0,+,,,24P01,,S,21S07,,24X21,24X41,,,,,,,fin
70005114111,400D5114111,486A,"Monivamma, murtuma selkärangassa ja lannerangan, lantion tai reisiluun murtuman vuoksi tehty toimenpide",486A,0,+,,,24P01,,S,21S07,,24X22,24X41,,,,,,,fin
70005115111,400D5115111,486A,"Monivamma, murtuma selkärangassa ja lannerangan, lantion tai reisiluun murtuman vuoksi tehty toimenpide",486A,0,+,,,24P01,,S,21S07,,24X31,24X41,,,,,,,fin
70005116110,400D511611,486A,"Monivamma, murtuma selkärangassa ja lannerangan, lantion tai reisiluun murtuman vuoksi tehty toimenpide",486A,0,+,,,24P01,,S,21S07,,24X41,24X61,,,,,,,fin
70005122211,400D5122211,486B,Monivamma rintakehän ja vatsan alueella ja trauman aiheuttaman vamman edellyttämä kirurginen toimenpide,486B,0,+,,,24P01,,S,21S10,,24X21,24X31,,,,,,,fin
70005122220,400D512222,486B,Monivamma rintakehän ja vatsan alueella ja trauman aiheuttaman vamman edellyttämä kirurginen toimenpide,486B,0,+,,,24P01,,,21S10,,24X21,24X31,00X10,,,,,,fin
70005141110,400D514111,486N,"Muu monivamma, trauman aiheuttaman vamman edellyttämä kirurginen toimenpide",486N,0,+,,,24P01,,S,21S10,,24X11,24X21,,,,,,,fin
70005141120,400D514112,486N,"Muu monivamma, trauman aiheuttaman vamman edellyttämä kirurginen toimenpide",486N,0,+,,,24P01,,,21S10,,24X11,24X21,00X10,,,,,,fin
70005141210,400D514121,486N,"Muu monivamma, trauman aiheuttaman vamman edellyttämä kirurginen toimenpide",486N,0,+,,,24P01,,S,21S10,,24X11,24X22,,,,,,,fin
70005141220,400D514122,486N,"Muu monivamma, trauman aiheuttaman vamman edellyttämä kirurginen toimenpide",486N,0,+,,,24P01,,,21S10,,24X11,24X22,00X10,,,,,,fin
70005141310,400D514131,486N,"Muu monivamma, trauman aiheuttaman vamman edellyttämä kirurginen toimenpide",486N,0,+,,,24P01,,S,21S10,,24X11,24X31,,,,,,,fin
70005141320,400D514132,486N,"Muu monivamma, trauman aiheuttaman vamman edellyttämä kirurginen toimenpide",486N,0,+,,,24P01,,,21S10,,24X11,24X31,00X10,,,,,,fin
70005142110,400D514211,486N,"Muu monivamma, trauman aiheuttaman vamman edellyttämä kirurginen toimenpide",486N,0,+,,,24P01,,S,21S10,,24X21,24X22,,,,,,,fin
70005142120,400D514212,486N,"Muu monivamma, trauman aiheuttaman vamman edellyttämä kirurginen toimenpide",486N,0,+,,,24P01,,,21S10,,24X21,24X22,00X10,,,,,,fin
70005142310,400D514231,486N,"Muu monivamma, trauman aiheuttaman vamman edellyttämä kirurginen toimenpide",486N,0,+,,,24P01,,S,21S10,,24X21,24X41,,,,,,,fin
70005142320,400D514232,486N,"Muu monivamma, trauman aiheuttaman vamman edellyttämä kirurginen toimenpide",486N,0,+,,,24P01,,,21S10,,24X21,24X41,00X10,,,,,,fin
70005143110,400D514311,486N,"Muu monivamma, trauman aiheuttaman vamman edellyttämä kirurginen toimenpide",486N,0,+,,,24P01,,S,21S10,,24X21,24X61,,,,,,,fin
70005143120,400D514312,486N,"Muu monivamma, trauman aiheuttaman vamman edellyttämä kirurginen toimenpide",486N,0,+,,,24P01,,,21S10,,24X21,24X61,00X10,,,,,,fin
70005143310,400D514331,486N,"Muu monivamma, trauman aiheuttaman vamman edellyttämä kirurginen toimenpide",486N,0,+,,,24P01,,S,21S10,,24X22,24X31,,,,,,,fin
70005143320,400D514332,486N,"Muu monivamma, trauman aiheuttaman vamman edellyttämä kirurginen toimenpide",486N,0,+,,,24P01,,,21S10,,24X22,24X31,00X10,,,,,,fin
70005144110,400D514411,486N,"Muu monivamma, trauman aiheuttaman vamman edellyttämä kirurginen toimenpide",486N,0,+,,,24P01,,S,21S10,,24X22,24X41,,,,,,,fin
70005144120,400D514412,486N,"Muu monivamma, trauman aiheuttaman vamman edellyttämä kirurginen toimenpide",486N,0,+,,,24P01,,,21S10,,24X22,24X41,00X10,,,,,,fin
70005144210,400D514421,486N,"Muu monivamma, trauman aiheuttaman vamman edellyttämä kirurginen toimenpide",486N,0,+,,,24P01,,S,21S10,,24X22,24X61,,,,,,,fin
70005144220,400D514422,486N,"Muu monivamma, trauman aiheuttaman vamman edellyttämä kirurginen toimenpide",486N,0,+,,,24P01,,,21S10,,24X22,24X61,00X10,,,,,,fin
70005145110,400D514511,486N,"Muu monivamma, trauman aiheuttaman vamman edellyttämä kirurginen toimenpide",486N,0,+,,,24P01,,S,21S10,,24X31,24X41,,,,,,,fin
70005145120,400D514512,486N,"Muu monivamma, trauman aiheuttaman vamman edellyttämä kirurginen toimenpide",486N,0,+,,,24P01,,,21S10,,24X31,24X41,00X10,,,,,,fin
70005145210,400D514521,486N,"Muu monivamma, trauman aiheuttaman vamman edellyttämä kirurginen toimenpide",486N,0,+,,,24P01,,S,21S10,,24X31,24X61,,,,,,,fin
70005145220,400D514522,486N,"Muu monivamma, trauman aiheuttaman vamman edellyttämä kirurginen toimenpide",486N,0,+,,,24P01,,,21S10,,24X31,24X61,00X10,,,,,,fin
70005146110,400D514611,486N,"Muu monivamma, trauman aiheuttaman vamman edellyttämä kirurginen toimenpide",486N,0,+,,,24P01,,S,21S10,,24X41,24X61,,,,,,,fin
70005146120,400D514612,486N,"Muu monivamma, trauman aiheuttaman vamman edellyttämä kirurginen toimenpide",486N,0,+,,,24P01,,,21S10,,24X41,24X61,00X10,,,,,,fin
70006002002,400D6002002,415M,"Infektiosairauden operatiivinen hoito, erittäin komplisoitunut",415M,0,+,,,18P01,2.0,S,,,18X01,,,,,,,,swe/fin
70006002010,400D600201,415M,"Infektiosairauden operatiivinen hoito, erittäin komplisoitunut",415M,0,+,,,18P01,2.0,,,,18X01,00X10,,,,,,,swe/fin
70006002050,400D600205,415C,"Infektiosairauden operatiivinen hoito, komplisoitunut",415C,0,+,,,18P01,1.0,S,,,18X01,,,,,,,,swe/fin
70006002060,400D600206,415C,"Infektiosairauden operatiivinen hoito, komplisoitunut",415C,0,+,,,18P01,1.0,,,,18X01,00X10,,,,,,,swe/fin
70006002090,400D600209,415N,"Infektiosairauden operatiivinen hoito, ei komplisoitunut",415N,0,+,,,18P01,,S,,,18X01,,,,,,,,swe/fin
70006002101,400D6002101,415N,"Infektiosairauden operatiivinen hoito, ei komplisoitunut",415N,0,+,,,18P01,,,,,18X01,00X10,,,,,,,swe/fin
70007010001,400D7010001,470H,Virheellinen diagnoosin ja toimenpiteen yhdistelmä,470H,9,+,,,,,S,14S01,,14X31,,,,,,,,fin/ice/swe/est
70007010200,400D701020,381,"Abortti ja kaavinta, kohdun avaus",381X,0,+,14.0,,,,S,14S05,,14X01,,,,,,,,den/est/fin/ice/lat/nor
70007021000,400D702100,381,"Abortti ja kaavinta, kohdun avaus",381X,0,+,14.0,,,,S,14S05,,14X31,,,,,,,,den/est/fin/ice/lat/nor
70007022000,400D702200,380,Abortti ilman kaavintaa,380X,0,+,14.0,,,,,,,14X31,,,,,,,,den/est/fin/ice/lat/nor
70007051095,400D7060001,370M,"Keisarileikkaus, erittäin komplisoitunut",370M,0,+,,,,2.0,S,14S01,,,,,,,,,,fin
70007060000,400D7060002,370C,"Keisarileikkaus, komplisoitunut",370C,0,+,,,,1.0,S,14S01,,,,,,,,,,fin
70007061525,400D7062002,370C,"Keisarileikkaus, komplisoitunut",370C,0,+,,,,,S,14S01,,14X12,,,,,,,,fin
70007064000,400D7064002,370C,"Keisarileikkaus, komplisoitunut",370C,0,+,,,,,S,14S01,,14X13,,,,,,,,fin
70007071000,400D707100,371,"Keisarileikkaus, ei komplisoitunut",371X,0,+,,,,,S,14S01,-05S60,,,,,,,,,est/fin/ice/lat/swe
70007091200,400D709120,378N,"Kohdunulkoinen raskaus, leikkaushoito",378N,0,+,14.0,14M03,,,S,14S11,,,,,,,,,,fin
70007091301,400D7091301,378N,"Kohdunulkoinen raskaus, leikkaushoito",378N,0,+,14.0,14M03,,,,14S11,,00X10,,,,,,,,fin
70007091400,400D709140,380,Abortti ilman kaavintaa,380X,0,+,14.0,14M03,,,,,,,,,,,,,,den/est/fin/ice/lat/nor
70007110000,400D711000,374,Alatiesynnytys ja synnytyksen jälkeinen kohdun kaavinta tai sterilisaatio,374X,0,+,,,,,S,14S02,,14X03,,,,,,,,den/est/fin/ice/lat/nor/swe
70007111000,400D711100,375,Alatiesynnytys ja muu synnytykseen liittyvä toimenpide,375X,0,+,,,,,S,14S03,,14X03,,,,,,,,den/est/fin/ice/lat/nor
70007111100,400D711110,375,Alatiesynnytys ja muu synnytykseen liittyvä toimenpide,375X,0,+,,,,,,14S03,,14X03,00X10,,,,,,,fin
70007120010,400D712001,372M,"Alatiesynnytys, erittäin komplisoitunut",372M,0,+,,,,2.0,S,14S04,-14S90,14X03,,,,,,,,swe/fin
70007120030,400D712003,372M,"Alatiesynnytys, erittäin komplisoitunut",372M,0,+,,,,2.0,,14S04,-14S90,14X03,00X10,,,,,,,swe/fin
70007120040,400D712004,372M,"Alatiesynnytys, erittäin komplisoitunut",372M,0,+,,,,2.0,N,,,14X03,,,,,,,,swe/fin
70007125020,400D712005,372M,"Alatiesynnytys, erittäin komplisoitunut",372M,0,+,,,,,N,,,14X03,14X15,,,,,,,swe/fin
70007130006,400D7130001,372C,"Alatiesynnytys, komplisoitunut",372C,0,+,,,,1.0,S,14S04,-14S90,14X03,,,,,,,,swe/fin
70007130011,400D7130011,372C,"Alatiesynnytys, komplisoitunut",372C,0,+,,,,1.0,,14S04,-14S90,14X03,00X10,,,,,,,swe/fin
70007130101,400D7130101,372C,"Alatiesynnytys, komplisoitunut",372C,0,+,,,,1.0,N,,,14X03,,,,,,,,swe/fin
70007131001,400D7131001,372C,"Alatiesynnytys, komplisoitunut",372C,0,+,,,,,S,14S04,-14S90,14X03,14X11,,,,,,,swe/fin
70007131011,400D7131011,372C,"Alatiesynnytys, komplisoitunut",372C,0,+,,,,,,14S04,-14S90,14X03,14X11,00X10,,,,,,swe/fin
70007131101,400D7131101,372C,"Alatiesynnytys, komplisoitunut",372C,0,+,,,,,N,,,14X03,14X11,,,,,,,swe/fin
70007131200,400D7131202,372C,"Alatiesynnytys, komplisoitunut",372C,0,+,,,,,S,14S04,-14S90,14X03,14X13,,,,,,,fin
70007131210,400D7131212,372C,"Alatiesynnytys, komplisoitunut",372C,0,+,,,,,,14S04,-14S90,14X03,14X13,00X10,,,,,,fin
70007131300,400D7131302,372C,"Alatiesynnytys, komplisoitunut",372C,0,+,,,,,N,,,14X03,14X13,,,,,,,fin
70007830000,400D783000,373,"Alatiesynnytys, ongelmaton",373X,0,+,,,,,S,14S04,-14S90,14X03,,,,,,,,den/est/fin/ice/lat/nor/swe
70007830100,400D783010,373,"Alatiesynnytys, ongelmaton",373X,0,+,,,,,,14S04,-14S90,14X03,00X10,,,,,,,den/est/fin/ice/lat/swe
70007831000,400D783100,373,"Alatiesynnytys, ongelmaton",373X,0,+,,,,,N,,,14X03,,,,,,,,den/est/fin/ice/lat/nor/swe
70100120000,401D012000,002A,Muu aikuisen kallonsisäinen toimenpide trauman takia,002A,0,+,1.0,,,,S,01S01,-01S29,01X02,,,,,,,,den/est/fin/ice/lat/nor
70100130000,401D013000,001A,Keskushermoston kasvaimen kallonsisäinen leikkaus,001A,0,+,1.0,01M02,,,S,01S26,,,,,,,,,,den/est/fin/ice/lat/nor
70100140000,401D014000,001C,"Kallonsisäisen aneurysman, verisuonianomalian tai hemangioman toimenpide",001C,0,+,,,01P01,,S,01S27,,,,,,,,,,den/est/fin/ice/lat/nor
70100142000,401D014200,001C,"Kallonsisäisen aneurysman, verisuonianomalian tai hemangioman toimenpide",001C,0,+,1.0,,,,S,01S30,,,,,,,,,,den/est/fin/lat
70100150000,401D015000,001B,Muu kallonsisäinen verisuonikirurginen toimenpide,001B,0,+,1.0,,,,S,01S27,,,,,,,,,,den/est/fin/ice/lat/nor
70100160000,401D016000,001D,Kallonsisäinen aivo-selkäydinnestekierron toimenpide,001D,0,+,1.0,,,,S,01S28,,,,,,,,,,den/est/fin/ice/lat/nor
70100170000,401D017000,002B,"Kroonisen kovakalvonalaisen vuodon leikkaushoito, aikuinen",002B,0,+,1.0,,,,S,01S29,,,,,,,,,,den/est/fin/ice/lat/nor
70100180000,401D018000,001E,Muu kallonsisäinen toimenpide paitsi vamman korjaus,001E,0,+,1.0,,,,S,01S01,,,,,,,,,,den/est/fin/ice/lat/nor
70100410000,401D041000,004,Selkäydinleikkaus,004X,0,+,1.0,,,,S,01S02,,,,,,,,,,den/est/fin/ice/lat/nor
70100500000,401D050000,005,Kallonulkoinen aivoverenkiertoon vaikuttava verisuonten leikkaus,005X,0,+,1.0,,,,S,01S03,,,,,,,,,,fin
70100510001,401D0510001,005,Kallonulkoinen aivoverenkiertoon vaikuttava verisuonten leikkaus,005X,0,+,1.0,,,,,01S03,,00X10,,,,,,,,fin
70100520000,401D052000,005,Kallonulkoinen aivoverenkiertoon vaikuttava verisuonten leikkaus,005X,0,+,,,01P05,,S,01S03,,,,,,,,,,den/est/fin/ice/lat/nor
70100530000,401D053000,005,Kallonulkoinen aivoverenkiertoon vaikuttava verisuonten leikkaus,005X,0,+,,,01P05,,,01S03,,00X10,,,,,,,,fin
70100589000,401D058900,571,Kallonsisäisen tai vagushermostimulaattorin asennus,571X,0,+,1.0,,,,S,01S52,,,,,,,,,,den/est/fin/ice/lat/swe
70100600000,401D060000,570,"Keskushermoston stimulointilaitteen asennus tai korvaaminen, vuodeosastohoito",570X,0,+,1.0,,,,S,01S51,,,,,,,,,,den/est/fin/ice/lat/nor/swe
70100610000,401D061000,006,Rannekanavaoireyhtymän leikkaus,006X,0,+,,,01P04,,S,01S04,,,,,,,,,,den/est/fin/ice/lat/nor/swe
70100711000,401D071100,007,"Ääreishermojen, aivohermojen tai muun hermoston toimenpide, komplisoitunut",007X,0,+,1.0,,,1.0,S,01S04,,,,,,,,,,den/est/fin/ice/lat/nor
70100712000,401D071200,007,"Ääreishermojen, aivohermojen tai muun hermoston toimenpide, komplisoitunut",007X,0,+,1.0,,,1.0,S,01S05,,,,,,,,,,den/est/fin/ice/lat/nor
70100712100,401D071210,007,"Ääreishermojen, aivohermojen tai muun hermoston toimenpide, komplisoitunut",007X,0,+,1.0,,,1.0,,01S05,,00X10,,,,,,,,den/est/fin/ice/lat
70100713000,401D071300,007,"Ääreishermojen, aivohermojen tai muun hermoston toimenpide, komplisoitunut",007X,0,+,,,01P05,1.0,S,01S05,,,,,,,,,,den/est/fin/ice/lat/nor
70100713100,401D071310,007,"Ääreishermojen, aivohermojen tai muun hermoston toimenpide, komplisoitunut",007X,0,+,,,01P05,1.0,,01S05,,00X10,,,,,,,,den/est/fin/ice/lat
70100721000,401D072100,008,"Ääreishermojen, aivohermojen tai muun hermoston toimenpide, ei komplisoitunut",008X,0,+,1.0,,,,S,01S04,,,,,,,,,,den/est/fin/ice/lat/nor/swe
70100722000,401D072200,008,"Ääreishermojen, aivohermojen tai muun hermoston toimenpide, ei komplisoitunut",008X,0,+,1.0,,,,S,01S05,,,,,,,,,,den/est/fin/ice/lat/nor/swe
70100722100,401D072210,008,"Ääreishermojen, aivohermojen tai muun hermoston toimenpide, ei komplisoitunut",008X,0,+,1.0,,,,,01S05,,00X10,,,,,,,,den/est/fin/ice/lat/swe
70100723000,401D072300,008,"Ääreishermojen, aivohermojen tai muun hermoston toimenpide, ei komplisoitunut",008X,0,+,,,01P05,,S,01S05,,,,,,,,,,den/est/fin/ice/lat/nor/swe
70100723100,401D072310,008,"Ääreishermojen, aivohermojen tai muun hermoston toimenpide, ei komplisoitunut",008X,0,+,,,01P05,,,01S05,,00X10,,,,,,,,den/est/fin/ice/lat/swe
70100724150,401D072415,020A,"Hermoston infektiosairaus, ei virusaivokalvontulehdus, komplisoitunut",020C,0,+,1.0,01M09,,1.0,N,,,,,,,,,,,fin
70100724200,401D072420,020B,"Hermoston infektiosairaus, ei virusaivokalvontulehdus, ei komplisoitunut",020N,0,+,1.0,01M09,,,N,,,,,,,,,,,swe/fin
70101000000,401D100000,010,"Keskushermoston kasvain, komplisoitunut",010X,0,+,1.0,01M02,,1.0,N,,,,,,,,,,,den/est/fin/ice/lat/nor
70101199400,401D119940,011A,"Keskushermoston kasvain, ei komplisoitunut, sädehoito",011FA,0,+,1.0,01M02,,,N,90T06,,,,,,,,,,fin
70101199500,401D119950,011B,"Keskushermoston kasvain, ei komplisoitunut, stereotaktinen sädehoito tai isotooppihoito",011FB,0,+,1.0,01M02,,,N,90T07,,,,,,,,,,fin
70101199600,401D119960,011C,"Keskushermoston kasvain, ei komplisoitunut, vaativa isotooppihoito",011FC,0,+,1.0,01M02,,,N,90T08,,,,,,,,,,fin
70101199610,401D119961,011C,"Keskushermoston kasvain, ei komplisoitunut, vaativa isotooppihoito",011FC,0,+,1.0,01M02,,,N,90T05,,,,,,,,,,fin
70101199700,401D119970,011D,"Keskushermoston kasvain, ei komplisoitunut, vaativa sytostaattihoito",011FD,0,+,1.0,01M02,,,N,90T01,90S01,,,,,,,,,fin
70101199710,401D119971,011D,"Keskushermoston kasvain, ei komplisoitunut, vaativa sytostaattihoito",011FD,0,+,1.0,01M02,,,N,99S80,,,,,,,,,,fin
70101199800,401D119980,011F,"Keskushermoston kasvain, ei komplisoitunut",011FF,0,+,1.0,01M02,,,N,,,,,,,,,,,fin
70101199900,401D119990,531,Yleisanestesia neurologisen ongelman takia,531X,0,+,1.0,,,,,,,00X10,,,,,,,,fin
70101199950,401D119995,009,Selkäytimen sairaus tai vamma,009X,0,+,1.0,01M01,,,N,,,,,,,,,,,fin
70101200000,401D120000,012,Etenevä keskushermoston sairaus,012X,0,+,1.0,01M03,,,N,,,,,,,,,,,den/est/fin/ice/lat/nor
70101300000,401D130000,013,MS-tauti tai pikkuaivoataksia,013X,0,+,1.0,01M04,,,N,,,,,,,,,,,den/est/fin/ice/lat/nor
70101400006,405D2001003,124,"Muu verenkiertoelinten sairaus, katetrisaatio, monimutkainen perussairaus",124X,0,+,,,05P05,,,05S05,,05X03,,,,,,,,fin
70101400008,405D2003001,125,"Muu verenkiertoelinten sairaus, katetrisaatio, ilman monimutkaista perussairautta",125X,0,+,,,05P05,,,05S05,,,,,,,,,,fin
70101400010,401D140001,014D,"Aivoinfarkti tai muu pitkäkestoinen aivoverenkierron häiriö, trombolyysihoito, komplisoitunut",014D,0,+,1.0,01M05,,1.0,N,00S22,,,,,,,,,,est/fin/lat
70101400020,401D140002,014A,"Aivoinfarkti tai muu pitkäkestoinen aivoverenkierron häiriö, ei trombolyysihoitoa, komplisoitunut",014A,0,+,1.0,01M05,,1.0,N,,,,,,,,,,,den/est/fin/ice/lat/nor
